,mr349-MV411-YLK-r3_tcount,mr343-MV411-DMSO-r1_tcount,mr345-MV411-DMSO-r3_tcount,mr347-MV411-YLK-r1_tcount,mr348-MV411-YLK-r2_tcount,mr344-MV411-DMSO-r2_tcount,mr346-MV411-DMSO-r4_tcount,mr350-MV411-YLK-r4_tcount
INTS10,295,407,477,285,308,485,420,497
KLHL11,233,353,340,155,258,485,376,323
SEC61A2,175,202,239,125,198,243,227,252
RMDN3,307,380,492,295,364,510,388,454
MRM3,149,200,289,164,175,274,229,268
FAIM,18,14,22,12,13,24,21,13
SMG8,21,34,39,24,20,50,47,46
RNF220,1075,2004,2230,1140,1254,2559,2084,2236
RIF1,794,702,857,468,850,1265,754,862
DZANK1,26,32,48,24,44,54,39,48
SLC25A36,1517,1600,1925,904,1767,2262,1576,1793
VPS13D,291,400,430,257,332,507,437,414
RIC8B,137,186,205,108,165,236,180,175
NADSYN1,73,144,142,80,96,136,124,173
DNAJC17,17,16,21,9,15,17,19,17
PBRM1,1789,1838,2047,1182,1949,2635,2001,1973
EVA1B,30,54,63,28,28,83,51,65
RESF1,316,320,402,230,328,495,364,363
RPRD1A,1572,1698,1958,943,1777,2381,1695,1596
APPL2,97,104,143,91,129,182,98,114
FAM86C1,126,182,204,94,140,228,184,176
PLEKHG6,1,1,2,1,0,4,6,1
MAP1S,48,62,70,42,41,63,59,57
LGI2,0,4,5,1,4,1,3,2
GOLPH3L,371,547,605,273,459,717,567,620
ZNF532,26,32,33,17,25,40,32,31
SBNO1,1962,2594,3061,1558,2329,3610,2811,2690
ARL8B,5696,5694,6609,3700,6714,8057,5947,6552
DCUN1D2,190,275,316,139,217,328,270,276
SETD5,995,1452,1687,848,1130,1762,1538,1524
ATAD3A,529,936,1096,618,677,1116,894,1141
BBS7,66,63,64,43,70,87,47,59
RCBTB1,370,421,468,209,426,557,417,400
FANCI,628,964,1264,642,829,1218,1028,1112
NKAPD1,1241,1603,1766,884,1505,2245,1654,1690
EXD2,203,261,309,136,193,349,296,287
MACO1,367,430,480,245,387,524,429,445
LRRC20,74,116,144,68,76,169,95,118
TRIM62,130,236,256,111,162,247,203,211
RAVER2,3,9,1,2,10,6,3,5
NAT10,758,1232,1463,820,948,1497,1308,1404
LRRC1,8,4,9,3,2,8,4,6
USP40,190,376,426,207,261,434,350,420
MOB1A,8730,10501,11457,5903,10032,14120,10313,10324
SMU1,1059,1242,1484,790,1119,1755,1395,1438
UBA6,1121,1091,1291,772,1299,1712,1152,1245
SLC38A7,218,360,443,240,272,485,407,405
OGFOD1,931,1177,1344,731,1119,1478,1242,1274
STEAP3,359,623,741,339,443,742,626,609
UQCC1,507,733,883,468,659,890,759,789
CCDC25,2610,3307,4028,2065,3114,5187,3480,3677
NEIL3,30,55,58,27,24,104,44,68
PACC1,301,403,444,227,348,475,365,400
YY1AP1,1466,2556,2947,1402,1630,2996,2593,2518
ELP2,43,63,79,24,46,75,48,62
PCMTD2,445,487,466,266,440,675,463,550
ASXL2,888,1326,1453,492,998,1640,1312,1089
TYW1,243,286,347,215,280,375,312,333
TMEM39A,966,1306,1511,655,1058,1641,1260,1329
WDR41,1390,1422,1651,885,1656,2092,1485,1571
ADI1,39,47,91,53,49,64,59,59
MRGBP,590,900,1141,547,690,1123,829,991
CASC1,8,10,17,11,12,17,8,13
TMEM143,263,441,559,234,299,531,439,465
MAP11,85,141,181,84,89,163,142,212
TMEM19,474,544,697,314,536,769,560,586
ECHDC2,40,40,49,35,32,51,50,46
PSPC1,3107,4372,5044,2607,3673,5856,4442,4545
NUDT15,1324,1773,1953,928,1451,2482,1732,1828
IMP3,1343,2100,2467,1341,1649,2640,2161,2302
PHF10,422,592,655,335,524,741,599,632
VPS53,984,1606,1752,837,1111,1857,1580,1595
PGM2,662,625,658,461,780,932,590,701
FGGY,6,2,8,5,4,7,9,9
QRSL1,355,454,559,248,442,621,506,477
ZNF654,299,389,391,174,367,666,400,373
CWF19L1,353,524,698,367,468,696,515,654
TMEM140,409,831,908,292,534,1002,742,660
UBE2W,2024,2516,2486,1062,2233,3775,2304,2351
RBM41,494,484,595,350,578,749,643,597
C4orf19,5,0,5,0,1,5,5,0
RHOT1,393,450,503,304,581,638,478,472
BRF2,128,185,204,130,156,262,209,213
PPP6R3,2066,2196,2431,1388,2299,3258,2206,2395
UEVLD,205,156,204,92,236,271,176,146
FBXW7,324,414,509,241,347,646,442,399
KLHL26,184,314,370,167,187,380,326,305
TBC1D19,13,4,11,4,10,16,10,12
CCDC91,295,291,323,181,322,417,253,307
RNF121,291,408,515,255,351,558,456,484
BRIX1,168,156,226,137,240,264,182,213
PI4K2B,1077,1101,1235,714,1248,1702,1026,1108
DDX19A,832,1387,1567,805,1046,1688,1497,1500
ZNF444,275,498,544,255,312,638,488,487
RFK,637,655,669,370,637,1053,636,624
TMEM144,123,128,159,104,161,209,142,157
SLC29A3,112,240,257,95,112,299,236,239
RSAD1,491,842,1004,500,731,1005,840,885
AP5S1,242,380,467,217,312,544,405,440
TMA16,513,482,497,321,579,721,448,494
MIS18BP1,589,507,558,365,593,909,549,542
C5orf22,828,984,1092,536,966,1362,949,997
ABCF3,81,125,184,94,97,176,154,181
UFSP2,497,541,642,383,552,718,579,623
AGPAT5,3197,3809,4286,2147,3842,5602,3878,3823
LIN7C,1539,1648,1797,953,1581,2476,1764,1839
RNLS,24,24,24,16,43,40,29,34
MNS1,35,41,45,29,49,59,31,44
BLOC1S4,217,290,354,174,238,424,313,354
ACER3,1742,1864,2028,1171,1859,2522,1937,1997
DRAM1,176,196,244,143,222,293,198,274
SYNJ2BP,275,320,398,175,280,463,361,336
SLC39A9,3790,4801,5572,2851,4471,6316,5059,5201
NIPSNAP3B,95,107,106,64,113,105,88,138
FBXL8,14,31,36,14,19,36,27,28
SHFL,211,359,435,184,265,357,296,351
WDR33,522,845,965,446,660,1044,810,876
GIMAP5,20,30,37,15,20,67,39,32
LSG1,703,962,1191,673,905,1263,1044,1228
STRBP,1572,2022,2226,1185,1883,2545,1849,1782
SLC35C1,459,953,1087,471,626,1125,894,886
PLCXD1,1398,2215,2594,1218,1519,2615,2161,2350
ZGRF1,3,6,4,8,9,6,4,2
TCP11L1,79,93,97,39,73,114,97,102
ABHD10,1003,1019,1219,678,1169,1532,1037,1069
COPRS,246,299,430,259,272,411,361,463
LAPTM4B,424,545,692,367,570,812,596,675
HJURP,82,121,140,72,87,196,148,154
SLC22A15,521,615,731,357,593,796,633,642
TBC1D2,65,148,185,68,70,183,142,132
STYK1,13,20,17,10,13,28,19,14
PI4K2A,270,467,531,255,325,581,416,483
TMEM63B,41,66,91,55,64,84,91,86
IMPACT,1153,1284,1632,795,1353,1888,1279,1343
TMEM176A,3,2,4,0,0,4,5,2
LGR4,881,996,1054,557,1041,1528,951,932
PIDD1,15,32,30,27,24,40,29,42
PPP4R1L,11,21,30,5,18,21,22,15
TMCO6,56,93,106,61,59,117,85,106
LRRC59,6420,8754,10163,5469,7606,11173,9384,9776
MCM10,608,755,912,503,726,1111,835,874
NCBP3,1144,1898,2024,871,1290,2207,1850,1759
ZNF331,28,79,104,37,72,36,66,91
SIRPG,9,26,30,15,20,32,25,27
GPALPP1,291,347,387,165,366,494,366,341
YOD1,374,454,437,136,312,715,411,425
AP1AR,272,276,279,136,286,424,270,269
STRADB,244,275,340,220,262,368,290,314
DHRS4-AS1,635,900,1101,467,793,1276,880,998
CSGALNACT2,669,791,980,441,760,1182,799,828
DNAJA4,480,638,757,429,599,765,640,665
NDUFAF7,166,162,198,148,167,258,169,206
PARL,295,421,581,327,372,552,466,539
ETNK1,2155,2231,2437,1238,2360,3118,2071,2413
CHST12,4,12,14,6,7,10,7,22
HES6,964,1910,2337,1185,1260,2210,1786,2155
NOP10,1076,1560,1859,1067,1397,2052,1524,1782
MACROH2A2,116,185,184,108,128,247,195,173
SLC35E3,112,146,182,84,142,182,129,133
BATF3,15,35,35,20,18,26,27,34
DDX43,1,5,3,2,3,3,4,4
SMPD3,89,155,172,73,76,138,118,153
ELAC1,60,65,83,38,57,107,67,85
TRIM36,42,50,47,11,35,69,37,35
DHTKD1,1364,1723,2061,1111,1563,2285,2034,1982
FEM1A,1232,2140,2439,1181,1588,2772,2211,2215
PIP4P2,65,89,85,34,92,155,84,78
MAML3,83,109,156,80,85,181,123,151
CDCA7L,2485,2864,3262,2003,2773,3842,2987,3026
IL17RB,31,27,21,21,44,46,26,19
RBM38,879,1651,1872,897,978,2038,1563,1583
ENOSF1,6251,7997,9715,5260,7940,10059,8100,8296
PLXNA3,18,39,42,25,23,36,33,41
HAUS7,537,984,1090,509,687,1112,852,961
CDC42BPG,1,1,8,1,0,1,0,2
ZNF821,17,32,41,20,18,54,36,34
GALNT10,566,806,1032,480,668,1080,900,835
CNOT11,1043,1132,1367,788,1205,1595,1166,1338
FOXRED1,159,278,314,198,183,342,237,316
CDV3,7314,8605,10419,5374,8200,11687,9100,9163
NAGK,19,17,18,10,13,20,31,21
SUPT20H,235,259,241,181,271,332,276,283
KIF27,0,1,0,0,7,2,3,2
UBE2Q1,912,1200,1434,764,997,1507,1305,1388
MED29,1785,2642,3109,1683,2221,3307,2787,3223
BMP2K,35,51,47,19,45,61,66,57
VEZT,109,181,180,106,160,249,168,162
GOLGA2P5,51,69,82,27,61,65,64,60
OTUD5,476,770,895,515,563,994,800,974
ZCCHC8,132,153,184,79,132,205,139,158
RNPC3,27,29,56,13,19,54,36,41
DDX60,6,1,4,1,4,2,5,2
CDKN2AIP,891,1119,1304,545,1018,1748,1219,1173
TENT5A,322,577,577,200,302,904,590,418
CARMIL1,3,2,8,3,1,0,7,2
KIF21A,3,1,2,3,4,4,2,5
ANKRD10,1272,1816,2167,1000,1582,2038,1767,2064
ZNF280C,83,132,123,46,81,163,126,104
VPS50,100,120,125,87,111,150,77,104
OTUB1,462,837,988,509,590,1013,826,1041
FERMT1,72,142,128,42,90,146,93,124
MTMR8,4,17,7,1,12,10,8,4
KIF16B,65,78,96,52,65,129,84,80
PRR5,120,274,260,154,182,275,246,279
TASP1,93,135,168,70,140,173,110,113
DOCK10,249,286,342,183,281,395,333,319
TRMT1,19,20,22,20,46,25,35,47
TTC27,26,19,27,18,40,32,28,36
THUMPD1,1255,1401,1646,780,1334,2048,1545,1665
POMGNT1,117,175,217,138,123,242,188,192
ZDHHC7,705,1215,1354,652,841,1468,1182,1189
AMBRA1,193,367,446,223,227,476,371,380
SMPD4,2344,4490,5244,2255,2917,5393,4201,4513
ZNF407,88,169,160,44,105,195,159,136
PNRC2,1643,1845,2182,998,1774,2946,1948,1848
SLC39A4,320,476,508,299,405,536,486,577
LRRC40,278,267,328,179,291,453,242,314
G2E3,346,382,362,202,361,570,372,364
TBC1D22B,214,444,477,244,261,524,412,392
KRBOX4,91,107,135,73,116,187,123,161
DEPDC1,553,578,627,325,622,898,594,609
CHD7,211,285,241,135,203,305,261,239
FLVCR2,75,169,217,90,146,207,169,174
BTBD2,1309,2761,3256,1426,1551,3640,2714,3095
OSGEP,113,150,215,124,154,219,172,205
LYAR,51,40,61,39,50,84,89,66
RAB20,269,224,253,276,297,285,214,536
PIGV,138,180,247,125,160,235,204,193
NHP2,933,1564,1790,981,1219,1786,1525,1733
SLC48A1,358,677,750,378,416,871,693,713
TMEM127,1701,2641,3057,1353,1863,3440,2716,2725
INTS8,124,127,154,75,105,194,118,117
ZNF692,26,51,77,29,49,58,42,77
RNF126,540,1036,1200,590,694,1285,1045,1209
ZNF416,27,53,59,20,36,113,63,71
PRPF40A,3477,3341,3979,2250,3894,5179,3560,3677
DDX27,188,269,296,179,188,369,289,355
HIF1AN,1487,2669,2923,1297,1775,3108,2622,2648
ZNF446,29,61,74,34,30,56,46,52
CDC37L1,75,120,103,55,88,134,116,96
URGCP,98,171,205,112,135,219,209,201
NPLOC4,1462,2788,3107,1398,1742,3322,2776,2818
DENND4C,368,333,370,156,422,481,348,301
GPATCH2L,1693,2442,2787,1066,1931,3087,2414,2218
MFN1,299,373,382,219,379,491,349,347
PEX26,1064,1730,1892,822,1241,2153,1785,1684
PPP4R3A,895,1161,1379,723,953,1647,1266,1376
SLC30A6,1069,1162,1399,687,1130,1737,1170,1175
IWS1,102,130,154,73,87,156,157,154
RUFY2,725,911,1044,563,811,1143,838,923
SCYL2,956,986,948,492,966,1543,935,922
KANSL3,1387,2117,2491,1097,1703,2548,2128,2215
RABL6,611,1219,1406,748,826,1390,1110,1390
MREG,24,28,27,14,23,29,23,28
TRMU,85,116,129,64,74,119,98,147
YEATS2,267,471,549,270,324,569,496,554
PACS1,67,134,126,71,65,157,138,148
FRMD4A,72,107,139,70,98,115,133,136
LUC7L,119,165,225,114,109,174,164,230
KDM4D,4,6,2,0,7,4,4,2
NSUN5,61,125,147,63,104,122,97,111
RBM22,1294,1447,1685,1041,1444,1989,1631,1620
VAC14,93,204,227,138,149,236,222,251
RADIL,17,48,52,23,39,42,41,61
IARS2,585,808,1027,557,715,1118,832,924
MAP7D1,486,895,1108,555,540,1125,914,937
ARHGEF40,52,77,103,53,60,114,93,90
YJU2,193,330,356,190,222,396,309,341
POLR3B,114,136,174,90,128,195,150,146
CCDC88A,2216,1753,2196,1220,2209,2754,2115,2240
IPO9,1536,2123,2518,1194,1774,2584,2308,2374
NDC1,4357,5777,6524,3084,5296,7565,5589,5445
NECAP2,712,1079,1384,655,811,1380,1156,1150
KBTBD4,318,474,555,259,423,569,458,432
FAR2,212,243,308,121,227,355,237,238
ZNF334,254,349,417,172,327,428,318,396
DOK4,66,88,109,65,87,130,114,124
LMBR1L,45,93,99,40,38,93,70,75
WDR11,255,298,395,194,350,447,309,368
POLR3E,363,425,560,265,409,552,435,526
SLF2,593,794,924,473,742,927,805,818
TSR1,1656,2159,2449,1348,1888,2740,2297,2393
IQCC,24,46,43,23,38,46,44,44
CEP72,27,56,77,26,44,69,60,76
ASF1B,1373,2476,2822,1377,1623,2895,2437,2490
INTS13,133,156,185,117,122,244,161,220
N4BP2,831,810,910,439,885,1233,850,907
ATF7IP,819,1107,1106,488,841,1631,1245,1017
FAM222B,204,312,359,191,211,386,357,369
C1orf112,41,37,61,17,66,64,47,47
HHAT,55,95,108,47,73,116,94,63
ZFP64,79,150,157,61,114,196,143,150
DNAJC11,819,1462,1698,799,945,1668,1474,1485
VPS35,1632,1714,1997,1239,1833,2532,1845,2023
ARFGAP1,600,1157,1463,676,787,1414,1099,1315
NAXD,602,832,1054,551,703,1045,855,1035
ENAH,5,2,5,6,0,14,7,5
EDEM2,814,1415,1677,873,1074,1615,1381,1385
CHFR,609,892,1086,600,823,1134,854,974
COA1,977,1409,1606,745,1092,1680,1327,1369
AP5M1,466,594,607,299,540,853,522,511
NUP133,404,419,463,305,454,612,460,490
CNDP2,1891,2408,3133,1837,2163,3125,2572,2807
CCAR1,618,519,655,410,587,764,627,653
TMEM184C,504,522,550,233,491,692,517,550
SEPTIN11,3710,4626,5324,2474,4233,6113,4757,4683
OGDHL,0,2,4,1,3,8,1,4
TMEM30A,11175,12581,13866,7574,12808,17650,12687,12591
CDK5RAP2,2861,4497,5058,2220,3390,5501,4560,4105
INTS9,1195,2076,2463,1080,1568,2484,2017,2155
RCOR3,378,358,430,220,417,525,375,404
WDR12,192,255,251,134,187,330,214,277
DHX32,474,487,611,402,652,734,544,589
TTC17,820,1067,1202,679,944,1303,1043,1253
ZNF701,64,123,138,45,75,109,107,77
EXOC1,268,279,358,157,302,373,310,325
IFT122,18,16,20,11,9,11,22,22
INAVA,65,129,142,62,85,138,125,110
H2AJ,156,249,295,152,172,335,257,311
NGLY1,347,346,441,275,374,505,387,446
ZNF83,43,27,35,16,41,43,26,37
EXOC2,1282,1678,1939,903,1531,2273,1737,1625
PRR11,4093,5505,6162,3209,4911,7205,5640,5834
TBC1D23,526,488,593,349,523,823,504,539
TDP1,474,683,771,373,592,879,671,679
SAYSD1,136,197,218,133,161,273,201,231
MBD5,2,2,5,1,5,5,3,2
ZNF839,38,77,84,56,61,117,81,84
CFAP44,51,91,103,52,88,92,86,129
RIOK2,248,303,340,169,309,447,279,297
CMTR2,281,321,359,178,302,503,303,282
FGD6,9,11,17,8,8,14,7,13
TXLNG,790,1026,1122,592,978,1228,1023,983
LMBRD1,67,72,64,38,73,105,61,85
DEPDC1B,364,333,394,210,395,490,357,341
CSGALNACT1,89,97,139,53,81,136,124,103
LRIF1,276,309,274,135,282,439,305,304
MINDY1,40,77,79,34,55,83,76,66
DDX28,118,183,216,68,114,230,178,177
PCID2,331,519,594,345,460,659,476,551
MBNL3,2124,2343,2683,1134,2342,3335,2480,2348
METTL2B,381,554,667,279,503,684,549,515
CACNA2D3,59,98,84,49,80,114,95,85
DCP1A,610,689,900,433,660,1051,866,834
ADAP2,8,7,12,6,5,14,10,6
TRERF1,581,747,870,428,750,969,739,803
FOXJ2,487,557,587,437,609,666,639,802
UTP6,249,317,372,234,293,357,342,354
KDM3A,301,314,403,247,321,446,356,414
RNF130,110,117,187,84,121,188,172,175
VPS11,115,251,264,146,141,255,214,254
PAG1,2360,2991,3356,1463,2716,4067,3183,2904
PECR,98,122,138,77,113,155,107,118
DCAF6,256,235,252,159,236,369,312,295
SELENOS,311,416,462,269,393,478,419,471
GLT8D1,209,278,341,187,256,362,288,298
EMC3,115,137,146,90,110,160,155,160
CAND1,1064,1063,1127,641,1199,1652,1082,1124
UBAP2,569,815,984,584,710,1143,998,1015
CENPJ,1642,2146,2338,1133,1946,2676,1977,1969
EAPP,726,969,1207,571,804,1361,1023,1041
CENPN,1034,1183,1467,737,1244,1781,1215,1459
EAF2,106,149,167,75,141,246,143,154
WWC3,195,231,289,141,203,279,253,268
ARHGAP15,87,89,121,76,76,131,102,101
PPP2R2D,259,381,398,247,295,434,392,440
BRK1,3025,4534,5215,2972,3753,5842,4803,5231
ITFG2,153,233,244,110,186,286,258,273
CISD1,365,384,454,272,398,570,395,406
PLGRKT,40,37,31,34,52,47,30,42
USE1,37,47,49,24,41,56,45,47
PSENEN,344,475,613,370,407,638,501,645
TEX2,741,932,1125,565,882,1200,922,1097
IDI2-AS1,396,527,645,259,392,727,460,614
ZC3H15,1925,2047,2385,1299,2233,3032,2006,2294
ACOT13,991,974,1045,723,1035,1484,1115,1213
KIZ,2,3,1,5,5,8,6,3
TMEM165,543,647,693,369,786,957,628,696
BEX1,718,1024,1228,612,830,1462,1062,1235
ACTR10,118,140,158,89,139,234,154,170
DBNDD2,164,290,311,140,188,298,238,288
ECHDC1,3928,3802,4544,2506,4174,5511,3908,4396
TMEM126B,188,190,176,102,200,281,203,214
HDAC8,591,757,957,478,671,978,785,890
ASH1L,253,415,405,157,279,593,416,405
CBWD1,59,72,108,59,92,126,93,90
PBK,378,464,499,260,475,638,430,460
GSDMB,0,1,2,3,2,4,2,6
WSB2,772,1008,1042,620,966,1337,998,1053
GPRC5C,23,44,49,26,33,39,19,53
MYNN,131,173,155,73,141,277,146,174
ZNF395,1739,2735,3260,1543,1992,3717,2836,2734
UNC45A,160,247,304,134,159,302,214,290
ZNF302,453,487,635,274,532,672,487,565
ACSS2,262,429,477,283,301,479,467,485
KMT2E,93,128,121,56,98,185,135,127
RNF114,1681,2444,2849,1507,2024,3212,2644,2570
CMAS,180,229,174,102,178,317,226,212
BIN3,397,629,819,438,522,790,658,805
APOBR,129,203,303,164,181,273,239,295
ERBIN,1757,1778,2145,1321,1981,2813,1938,2041
LANCL2,320,460,508,280,378,594,462,457
NXT2,1661,1755,2016,899,1974,2678,1555,1701
CTTNBP2NL,44,63,74,33,49,85,71,58
RCC2,6631,10824,12462,6084,7723,13590,11653,11612
NKRF,256,265,319,169,266,430,298,339
INKA2,54,108,98,42,85,159,106,111
DMAP1,15,12,13,12,16,18,12,17
ZMAT5,88,128,147,78,95,170,130,165
LIN37,18,14,16,11,6,18,12,13
KLHL9,532,581,709,340,604,937,681,649
SULF2,1,1,2,1,6,7,4,2
SEPTIN3,76,99,99,54,70,115,112,78
NDUFA12,777,944,1112,624,886,1312,1044,1187
NSFL1C,1442,2400,2793,1374,1832,3095,2442,2388
RAB5IF,2090,3040,3629,1932,2748,3844,3060,3475
BAIAP2L1,4,6,2,1,4,3,6,4
SLC25A40,686,781,828,438,784,1059,733,709
BCAP29,727,763,848,455,801,1160,799,745
SLC50A1,293,479,604,298,377,646,490,533
KLHL7,91,123,141,44,126,199,131,124
NXF3,182,326,387,208,271,389,335,352
MYDGF,1060,1917,2244,1146,1430,2394,1977,2199
SMG9,233,408,515,275,295,494,405,454
BARX1,35,57,67,25,35,56,38,89
PDGFC,64,91,118,53,88,138,107,91
ALG1,459,671,832,440,465,905,710,753
UBFD1,830,1278,1414,683,1028,1615,1350,1385
TMEM234,78,105,142,66,101,150,137,142
PCDHGC5,952,1748,2057,959,1235,2216,1895,1759
PCDHGC4,952,1748,2057,959,1235,2216,1895,1759
PCDHGB7,952,1748,2057,959,1235,2216,1895,1759
PCDHGB6,952,1748,2057,959,1235,2216,1895,1759
PCDHGB5,952,1748,2057,959,1235,2216,1895,1759
PCDHGB3,952,1748,2057,959,1235,2216,1895,1759
PCDHGB2,952,1748,2057,959,1235,2216,1895,1759
PCDHGB1,952,1748,2057,959,1235,2216,1895,1759
PCDHGA11,953,1748,2058,961,1236,2217,1896,1759
PCDHGA10,952,1748,2057,959,1235,2216,1895,1759
PCDHGA9,952,1748,2057,959,1235,2216,1895,1759
PCDHGA7,953,1748,2057,959,1236,2219,1896,1759
PCDHGA6,952,1748,2057,959,1235,2216,1895,1759
PCDHGA5,952,1748,2057,959,1235,2216,1895,1759
PCDHGA4,952,1748,2057,959,1235,2216,1895,1759
PCDHGA3,952,1748,2057,959,1235,2216,1895,1759
PCDHGA2,952,1748,2057,959,1235,2216,1895,1759
PCDHGA1,952,1748,2057,959,1235,2216,1895,1759
PCDHGB8P,3,3,2,0,5,0,1,1
PCDHB9,3,10,7,2,4,10,5,7
TEX15,263,240,262,191,293,400,226,293
TEX12,0,1,2,2,5,4,1,2
ANKH,98,178,207,80,121,184,156,170
MOSPD1,200,226,261,117,191,285,187,196
MTFR1L,671,947,1108,556,851,1179,969,1003
FAM214A,169,195,226,100,213,283,183,177
ZNF253,161,248,285,102,178,362,205,200
MRAP,86,115,146,74,98,159,159,148
YLPM1,257,363,469,280,331,532,513,457
CRTAM,2,1,3,2,4,5,4,5
RNF20,413,482,555,377,469,650,553,627
TMX4,1303,1666,1944,870,1533,2143,1679,1665
MEPCE,606,984,1210,602,632,1244,1187,1203
CTNNBL1,50,66,61,66,55,91,81,78
C8orf44,39,78,76,36,64,75,74,86
GPCPD1,1253,1476,1534,904,1484,1887,1496,1690
LRRC8A,228,387,389,202,249,463,375,379
CPXM1,0,3,0,1,1,0,5,2
KYAT3,331,330,430,239,412,511,448,474
WDR45B,999,1490,1807,908,1169,1807,1496,1680
SLC7A10,14,18,23,17,9,26,18,16
METTL3,83,94,112,73,107,130,87,113
PPAN,158,299,365,157,211,352,340,344
LTB4R2,66,141,156,55,104,157,120,138
CTPS2,211,282,345,170,233,390,305,287
EIF4ENIF1,69,133,146,66,72,149,123,105
KCNQ5,170,188,218,97,174,262,218,175
DNAJC12,16,18,23,16,20,29,14,21
CHST7,9,24,25,16,6,19,10,15
ERO1B,48,46,63,28,59,78,42,52
SLC2A9,40,40,51,24,38,68,48,44
DIABLO,671,927,1111,634,726,1240,966,1099
INPP5E,103,170,260,104,143,183,179,217
BCCIP,885,1085,1377,663,1045,1539,1106,1340
EIF5A2,100,124,115,57,116,144,101,120
CLDND1,873,784,951,537,959,1138,857,1056
TWNK,608,1070,1300,632,760,1374,1163,1145
NPDC1,57,95,110,52,70,116,108,112
POLE4,321,546,573,370,436,666,562,613
KCNK13,1,10,7,0,3,9,11,11
VTRNA1-3,1,3,7,3,5,6,2,3
VTRNA1-1,1,4,6,1,4,2,2,4
PANX2,11,25,29,4,15,23,23,21
SUCNR1,24,15,15,6,19,18,6,11
AKIP1,205,342,343,193,256,435,317,367
C11orf16,1,3,5,3,0,6,6,5
TMEM9B,809,923,1052,592,1010,1300,954,920
NRIP3,830,1354,1466,750,1035,1530,1356,1260
SAR1A,2577,2916,3526,1990,3170,4181,3219,3471
CFAP298,1860,2653,3217,1706,2371,3689,2919,3109
JPH1,2,1,4,0,7,3,2,1
SLC2A4RG,1814,2942,3531,1847,2064,3620,3123,3479
ZC3HAV1,2639,3412,3831,1999,3006,4574,3661,3702
SLAMF8,90,127,143,69,68,168,132,115
GPR137,46,95,100,51,49,121,92,106
SPHK2,168,322,371,208,218,364,307,321
GRIPAP1,213,363,458,226,237,419,410,454
EMC7,455,590,769,341,521,851,570,727
RAD18,898,1147,1339,685,1054,1648,1143,1167
CDC42SE1,2787,4213,4830,2293,3275,5081,4319,4193
UGGT1,2559,3731,4070,2091,3067,4915,4008,3923
KCMF1,379,459,603,295,440,667,550,496
TM9SF3,5600,5996,6783,3698,6077,8775,6513,6525
MDM1,200,268,311,147,224,346,221,253
UBQLN4,921,1550,1919,931,1152,2057,1748,1689
AGPAT3,2475,4234,4872,2296,2927,5421,4424,4375
AGPAT4,58,62,87,46,58,107,58,103
WRNIP1,391,452,578,353,485,628,506,578
BDH2,80,99,130,58,114,114,92,122
ANKS1B,445,384,472,343,463,548,442,488
TMEM167B,943,1122,1392,643,1135,1722,1228,1212
NDUFA4L2,21,28,38,25,31,64,52,67
PNO1,628,772,932,510,824,1058,755,853
SH3GLB2,159,291,295,149,199,340,270,335
C15orf39,379,601,731,397,401,803,629,754
THAP10,65,44,34,20,61,69,41,46
SPIRE1,127,130,174,84,134,178,176,151
STARD7,6740,9178,10679,5717,7881,11798,9944,10151
MAP3K7CL,29,25,34,28,33,29,34,32
IFT46,32,58,80,46,46,78,53,54
C1GALT1,260,285,348,123,266,523,368,280
EXOSC5,232,425,531,237,297,488,424,526
SMARCAD1,620,632,688,383,666,926,689,741
DHX33,1443,2503,2372,1121,1725,2826,2512,2737
SEMA3G,41,59,91,53,52,99,83,74
MCCC1,1532,2172,2592,1337,1892,2798,2148,2126
PAK6,11,15,21,7,5,18,16,22
LXN,21,39,51,21,27,65,34,45
NCLN,1912,4174,4521,2260,2383,4761,3859,4342
GPR108,303,555,644,318,357,616,567,583
SPPL2B,415,990,1144,459,574,1020,885,1118
FEM1C,249,296,269,112,226,526,291,275
DUS3L,39,63,65,43,50,80,58,88
SMCO4,92,143,176,92,120,230,148,158
PMEPA1,74,90,105,68,70,113,118,117
ARNTL2,101,121,135,76,125,178,134,126
DUSP22,394,569,647,379,489,736,583,644
HMCES,109,197,231,115,161,234,196,203
CMC2,291,370,497,243,353,477,455,472
ENY2,973,1209,1447,744,1142,1541,1181,1336
OLFML3,15,22,24,5,17,24,16,22
MRPS22,46,70,65,32,86,90,58,82
EMSY,204,252,287,178,271,379,281,290
MFF,396,458,529,301,435,650,432,487
SDR39U1,326,494,586,293,383,538,443,515
XAB2,30,22,44,26,35,50,43,38
SMYD2,121,140,157,97,115,228,157,155
C5orf15,1520,1396,1564,978,1667,2066,1371,1507
NT5M,59,117,158,72,68,143,97,132
NIT2,113,127,180,57,118,160,135,134
OTUD7B,73,169,167,72,105,195,157,125
WDR93,4,13,6,6,5,8,5,9
PARP6,53,90,108,48,64,70,108,123
ATXN7L3,1368,2635,3127,1295,1653,3408,2685,2753
CEACAM19,3,17,9,2,5,8,5,7
FAM20C,337,533,670,345,425,669,559,618
STOX2,135,169,149,65,123,272,173,149
PRDM8,981,1541,1727,804,1148,2173,1605,1668
PRDM10,401,383,420,262,427,498,447,460
PRDM11,6,16,29,3,18,33,19,17
POGLUT1,590,729,816,406,707,949,732,864
PSMG2,260,340,378,185,262,499,354,376
ADPRM,8,23,19,2,10,11,15,11
DTWD1,240,273,313,151,240,371,288,305
