mr74.MV411_IRF2BP2.DMSO_2h.r1,mr75.MV411_IRF2BP2.DMSO_2h.r2,mr76.MV411_IRF2BP2.DMSO_2h.r3,mr77.MV411_IRF2BP2.DMSO_2h.r4,mr78.MV411_IRF2BP2.DMSO_6h.r1,mr79.MV411_IRF2BP2.DMSO_6h.r2,mr80.MV411_IRF2BP2.DMSO_6h.r3,mr81.MV411_IRF2BP2.DMSO_6h.r4,mr82.MV411_IRF2BP2.VHL_2h.r1,mr83.MV411_IRF2BP2.VHL_2h.r2,mr84.MV411_IRF2BP2.VHL_2h.r3,mr85.MV411_IRF2BP2.VHL_2h.r4,mr86.MV411_IRF2BP2.VHL_6h.r1,mr87.MV411_IRF2BP2.VHL_6h.r2,mr88.MV411_IRF2BP2.VHL_6h.r3,mr89.MV411_IRF2BP2.VHL_6h.r4,genes
54,53,18,37,45,54,81,50,74,57,59,93,44,29,37,41,SRP72
0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,6,PCP2
3,10,0,23,3,5,0,23,4,21,38,26,0,27,9,2,RIN1
42,28,14,27,20,26,25,38,43,55,53,52,25,8,26,17,THAP6
12,4,20,0,16,12,36,17,30,8,15,23,5,0,12,10,CEP135
16,0,0,0,0,12,32,4,8,0,0,4,0,4,4,24,ADGRE1
62,22,9,36,36,62,60,49,66,57,59,51,26,10,33,27,DENND6A
223,75,101,100,71,94,85,105,211,160,135,154,42,35,59,67,PDE12
28,11,6,24,14,14,21,19,26,14,22,13,6,10,10,6,GLMN
5,0,0,1,0,8,0,3,2,3,0,5,2,6,3,0,YIF1A
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,CNIH2
10,31,6,41,8,35,4,27,30,35,17,35,5,20,0,15,NDUFA11
139,74,67,84,90,103,117,86,198,140,176,171,80,32,41,53,RSRC1
5,17,0,30,0,14,13,20,8,36,2,15,5,14,17,5,RAB1B
1,3,0,6,1,3,1,3,0,10,0,0,0,4,2,1,PTDSS2
4,1,0,14,2,1,0,2,2,7,0,3,2,2,0,2,MICOS13
64,37,9,12,33,46,33,40,81,33,10,39,16,8,5,25,C3orf33
8,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,SEZ6L2
0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,6,ASPHD1
3,8,0,13,6,28,10,26,36,20,1,87,14,16,9,2,KCTD13
0,0,0,1,0,0,0,0,0,3,3,0,0,3,0,3,AMZ1
1,0,0,0,5,0,0,1,3,0,0,4,0,1,1,1,GPR171
123,67,63,100,43,86,97,85,163,108,90,127,46,27,68,27,DHX36
5,11,3,11,11,33,22,27,17,27,12,16,17,16,9,10,FBXW8
0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,CA5A
16,9,0,0,8,12,0,1,0,12,8,3,0,23,4,0,KLC2
16,15,0,1,7,14,18,30,16,49,11,29,7,14,16,18,CTBP2
5,9,0,16,10,14,10,14,10,7,9,25,13,4,1,20,CHST2
1,0,0,0,1,2,2,10,4,1,0,6,6,3,0,2,ZDHHC14
50,107,18,91,109,281,107,192,152,212,86,189,61,112,126,48,ATR
60,68,24,80,26,78,122,74,99,60,88,90,55,41,30,54,UBE2C
30,10,6,20,8,36,1,31,11,19,47,11,16,3,12,16,GK5
236,86,78,71,114,109,136,114,213,146,197,214,59,20,91,78,VCPIP1
379,172,89,132,207,215,144,208,363,259,260,431,141,73,165,148,PDIK1L
57,43,13,45,26,47,38,43,58,57,43,94,57,25,32,42,TRAF6
118,78,0,52,94,112,78,106,174,116,122,146,52,4,46,80,ZNF654
10,2,0,3,0,13,5,12,18,13,6,29,14,3,9,0,TVP23C
99,53,39,85,45,45,26,61,108,55,63,73,38,23,38,44,MRPS22
4,0,0,1,0,0,0,2,0,1,2,2,1,1,0,0,PACS1
43,64,36,83,23,67,28,44,64,121,44,90,23,29,18,23,MARCKSL1
12,28,7,17,1,30,20,24,14,59,17,41,16,24,2,9,SH3BP5L
6,7,13,8,18,15,1,23,9,13,8,5,4,3,0,7,YPEL2
54,42,8,22,10,57,31,56,45,70,52,43,22,30,10,33,PSMD2
0,3,0,0,2,9,2,7,9,8,2,8,4,0,1,7,PPM1E
37,40,6,48,54,54,56,52,30,24,33,64,81,51,18,23,FAM131A
83,136,41,90,45,111,94,181,98,169,99,184,108,65,107,46,PARL
18,12,66,96,39,45,27,66,69,36,63,99,72,48,51,18,DDIT3
0,4,0,0,2,3,28,4,1,3,0,0,0,5,3,0,PCCA
53,75,2,80,9,59,26,58,39,70,5,63,10,45,14,34,DCTN2
0,2,0,2,1,0,0,1,2,3,2,4,3,0,3,5,ZNF408
83,108,0,92,35,84,46,84,59,185,46,110,51,81,50,32,CTDSP2
13,26,0,84,21,40,66,86,61,53,6,55,29,23,14,32,CKAP5
12,31,0,33,11,32,20,35,27,40,16,42,18,27,9,24,ARHGAP1
74,71,2,104,79,131,164,160,164,164,100,198,72,75,59,60,MED16
135,290,57,166,148,335,65,362,374,306,188,340,123,227,72,113,ATG13
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,C1orf127
22,7,0,1,10,14,0,9,17,17,3,3,15,7,8,0,GOLGA8A
4,8,0,0,0,0,0,0,4,0,0,4,0,4,0,0,TP53I11
32,8,26,28,0,5,22,11,15,11,9,8,4,8,2,4,CENPS
1,2,0,2,0,2,0,1,2,1,5,2,4,1,1,2,DOLK
316,162,28,229,104,118,87,125,302,270,287,344,64,33,50,62,CCNE2
16,10,10,5,1,18,6,19,6,16,5,5,0,5,0,13,PHYKPL
7,11,0,12,0,11,2,11,4,16,11,5,5,0,5,3,ZNF519
77,89,60,374,65,79,94,127,224,145,78,226,87,59,124,89,LSM1
7,36,0,35,31,75,36,44,12,100,15,42,16,24,12,56,BANF1
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,CHRNA7
99,28,50,29,43,35,55,78,114,99,57,62,29,26,18,31,TMEM9B
67,41,23,43,57,75,38,63,39,106,51,53,7,40,29,40,NRIP3
107,73,5,79,45,72,95,101,206,140,81,202,77,50,47,47,PTPN2
115,90,15,133,33,113,94,121,180,201,114,204,41,59,59,64,EIF1AD
481,282,254,267,260,459,425,514,801,509,480,469,317,225,330,285,SMAD2
66,40,10,56,31,69,45,72,111,89,54,73,37,34,35,42,EIF3F
5,7,1,11,9,7,11,12,7,17,9,13,3,1,3,2,ZNF25
10,16,4,20,6,9,1,10,5,14,8,13,14,4,2,4,CLTB
0,1,0,0,4,6,3,1,6,11,0,2,0,3,0,1,RFESD
209,57,109,93,90,164,99,260,218,212,128,194,83,56,91,51,CCDC14
3,8,0,8,0,0,4,4,0,0,4,27,0,0,0,4,TBC1D10C
4,5,0,0,0,5,6,8,4,13,7,6,5,2,0,1,SART1
117,89,39,77,9,93,66,110,111,146,82,150,51,48,41,64,PPP2R2D
33,4,0,1,35,5,10,17,40,24,23,26,2,3,6,0,MCTP1
41,61,4,125,9,77,35,79,69,90,31,62,19,53,9,29,POLD4
0,0,0,0,0,0,0,0,8,0,0,4,0,2,0,4,LRRC25
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,DPP10
9,13,0,17,3,5,5,10,12,17,1,17,14,8,1,1,CLCF1
10,14,1,10,2,14,2,6,7,19,2,18,12,4,11,13,LIPT2
58,36,13,79,12,39,13,70,115,107,49,130,34,24,32,23,KCNE3
28,13,9,22,32,22,21,33,35,34,28,22,22,6,8,3,ALG10B
0,0,0,18,9,0,0,3,15,6,0,20,6,4,0,14,DRAP1
12,17,0,3,14,8,13,19,16,16,21,37,3,8,5,7,LONRF3
0,0,0,4,0,1,4,1,0,2,0,0,2,2,2,0,UCP3
36,17,15,34,15,34,54,67,67,54,11,32,42,31,22,48,UCP2
6,57,0,60,3,102,18,102,48,81,15,153,27,63,54,57,C11orf68
39,30,0,67,0,125,7,99,88,69,44,67,29,39,2,42,PAAF1
45,37,11,177,8,123,43,46,177,88,107,29,36,43,57,74,MRPL48
122,53,14,151,41,113,130,119,212,200,137,275,120,42,60,77,RAB6A
202,283,19,354,95,319,177,360,377,542,222,580,93,146,138,190,P2RY2
67,142,0,152,87,224,125,175,308,435,184,452,164,183,126,243,FOSL1
30,12,17,7,2,11,9,14,23,22,10,34,16,3,9,15,ERCC4
0,3,0,1,6,4,8,7,1,1,0,6,4,4,1,5,CCDC85B
129,77,67,228,84,79,122,115,237,212,167,251,52,26,66,55,TMEM70
6,8,0,8,4,23,7,20,10,53,11,48,9,8,2,3,RPS6KB2
100,103,50,117,34,82,96,97,168,184,71,127,48,25,29,52,RMI2
1,5,0,18,5,32,8,15,6,58,8,2,10,24,3,4,TOM1L2
4,5,9,1,4,7,4,2,2,0,10,4,1,1,2,1,ZNF77
2,5,0,0,1,0,3,1,1,8,0,12,0,0,0,0,GPR156
4,3,0,12,2,5,15,3,6,6,0,9,0,6,4,0,MTLN
4,2,0,4,2,23,2,7,13,12,0,2,2,3,0,0,B3GNTL1
61,95,9,87,25,159,108,162,106,182,41,188,54,118,64,71,MLXIP
3,3,0,6,0,3,9,6,21,3,3,12,24,3,15,24,AURKAIP1
0,10,0,16,0,23,8,12,8,7,6,29,29,2,9,6,TTLL11
221,232,53,629,260,201,362,376,560,429,407,478,277,145,253,121,TOMM5
12,3,0,9,5,6,14,15,4,12,8,4,4,3,10,4,SLC35E3
23,12,1,42,18,29,18,16,7,41,17,13,9,18,13,15,ZNF169
7,22,0,9,0,29,2,15,4,27,1,14,16,6,6,5,RUVBL1
0,4,0,0,3,12,0,0,3,13,0,0,0,0,1,0,MSRA
73,105,0,177,56,102,123,104,107,86,36,94,43,61,55,34,CTDNEP1
2,9,0,2,0,0,10,4,0,4,0,0,0,0,0,0,ETV4
0,8,0,5,12,10,8,4,0,0,9,4,4,0,0,16,SWI5
12,2,0,0,0,2,2,4,12,2,0,0,4,0,0,4,GAPT
1,5,3,36,0,8,0,10,4,11,4,14,3,2,1,10,BAIAP2
8,6,0,5,4,10,1,11,11,5,3,3,0,0,5,0,ZDHHC21
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,TSPEAR
203,110,26,87,134,157,149,164,224,165,148,193,67,23,105,70,PLEKHF2
7,2,6,4,4,7,0,3,1,7,2,4,0,1,2,5,ARL4D
31,13,20,47,14,40,25,60,57,36,43,78,16,36,10,14,UBE2O
61,60,5,71,5,45,26,49,72,75,34,77,21,36,7,23,ORAI3
36,49,2,31,25,40,31,44,24,55,48,30,29,33,16,15,UNC119B
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,DENND2C
67,108,22,151,52,154,65,133,163,232,59,211,52,75,40,46,TUBB6
248,120,119,70,155,133,150,137,324,207,228,350,152,29,105,130,LYSMD3
0,6,10,2,0,3,6,3,6,5,0,9,2,6,0,3,AMIGO3
43,73,31,48,28,51,41,71,49,110,52,91,30,26,22,37,B3GALT6
8,5,6,10,5,6,1,8,18,18,12,10,5,0,4,6,ZNF613
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,C11orf16
1,11,7,27,0,1,0,9,32,25,15,36,0,2,1,17,NUPR1
0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,JAKMIP2
26,12,30,23,25,21,33,26,25,36,32,54,24,7,9,13,MBLAC2
4,1,0,0,0,0,2,3,3,1,0,9,0,1,3,2,TPRN
21,33,1,48,11,32,18,57,43,50,20,39,18,8,1,0,KCNE5
39,49,18,75,30,142,99,145,83,121,46,200,52,68,37,105,SLC35A4
97,146,22,81,38,90,47,108,123,166,83,154,77,44,59,39,IP6K1
4,6,5,8,0,11,9,16,10,10,4,7,4,3,5,9,SSNA1
34,22,0,54,43,52,53,37,37,47,22,39,39,11,17,16,CSTF3
240,102,156,100,94,130,68,132,220,212,170,176,64,54,58,88,YES1
4,7,0,10,3,13,3,18,14,20,2,18,5,7,0,6,CHMP6
8,2,0,28,2,16,10,15,16,19,20,14,8,7,13,0,DLEU1
0,1,0,0,0,1,3,0,0,2,3,0,1,2,0,1,UFSP1
163,154,68,148,56,153,154,197,292,226,151,340,101,61,84,97,TMEM39A
16,16,0,4,1,4,3,10,11,7,6,6,4,10,6,0,TCP11L1
2,13,0,8,4,2,15,13,5,11,4,15,4,7,0,3,CCDC57
0,9,0,6,0,3,15,0,30,24,12,12,3,9,0,0,SPHK1
0,2,0,1,0,0,0,2,6,1,1,9,4,1,2,3,BNIP3
7,10,0,11,3,5,2,12,12,11,3,33,2,9,0,5,MYPOP
0,0,0,0,3,1,5,2,7,0,2,8,4,4,0,16,LRRTM4
6,2,0,4,0,1,5,2,8,0,7,22,1,1,2,1,ATAD5
31,11,0,33,1,19,13,19,85,22,29,12,33,14,11,9,SMIM19
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,ZNF404
16,18,0,7,7,29,4,22,24,38,60,48,0,9,4,10,RTTN
0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,ANAPC2
205,44,12,180,14,57,25,69,97,79,43,49,57,56,29,31,ZBTB8OS
12,6,0,4,6,11,18,17,8,5,17,8,4,6,1,2,SLC35G1
8,16,8,40,4,28,32,18,9,29,16,18,13,10,14,9,COX8A
16,55,11,23,9,43,20,72,25,42,32,89,38,48,26,24,ZSCAN2
0,0,0,1,1,3,1,1,0,0,2,3,2,0,1,0,B3GNT4
15,19,7,22,18,29,29,24,37,19,19,24,22,29,9,27,CRLF3
57,78,9,74,29,111,53,56,78,96,51,77,47,50,36,21,RNPEP
51,26,10,12,21,30,25,29,60,31,27,31,32,12,30,11,EID2
29,22,3,17,15,24,45,31,55,45,26,37,21,10,17,27,EID2B
62,38,0,31,9,30,36,40,55,54,45,57,23,13,19,6,KCMF1
16,19,0,12,7,28,9,25,43,35,14,28,7,12,12,10,DNAJC30
14,21,0,21,17,33,33,42,47,60,14,57,23,32,16,24,SPRYD4
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VPS37D
66,96,6,70,38,100,39,125,145,193,86,156,70,84,65,68,SYNE3
36,12,0,16,44,30,42,52,70,58,28,42,10,24,22,34,CLK2
0,2,0,7,0,4,0,8,0,15,2,2,3,3,0,1,LPCAT4
67,53,25,57,25,50,32,42,69,80,54,104,29,12,23,26,SLCO3A1
2,4,0,0,1,0,6,0,0,0,0,8,0,0,0,0,ZNF575
1,4,4,25,0,0,36,12,1,2,4,0,0,5,0,2,WDR25
4,3,0,8,0,12,8,4,4,14,16,8,4,3,2,5,SGF29
11,43,16,42,4,31,13,21,40,55,36,66,7,16,10,21,DIRAS1
0,0,0,0,0,0,4,0,2,3,2,3,0,0,0,0,PHLDB3
12,5,0,4,16,16,3,9,2,1,2,9,7,8,0,0,GNG7
121,56,34,25,46,94,54,101,99,115,50,93,77,20,47,54,USF3
0,0,2,0,0,1,0,1,1,1,2,0,1,3,6,1,CNTD1
65,73,6,75,63,178,122,204,172,183,108,175,140,82,112,101,KBTBD11
275,109,62,98,82,125,172,163,399,338,360,455,175,55,122,213,B3GNT5
57,70,12,99,32,107,34,123,120,169,84,151,63,59,35,39,LMNB2
6,14,0,14,28,33,30,35,21,26,28,41,17,13,16,26,RMDN1
523,311,112,242,213,344,390,310,595,522,454,502,218,81,219,174,MEX3C
2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,RNF152
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MYO1D
0,0,0,0,0,6,3,0,12,0,0,0,0,0,0,3,LRRC37A
0,0,0,0,0,12,4,7,0,0,1,2,6,0,0,2,BDNF
4,4,0,0,0,3,0,1,0,3,2,7,5,0,5,5,CCDC121
15,12,0,15,9,20,44,14,49,21,12,31,12,27,25,34,ACSF3
22,24,36,103,16,39,53,32,32,18,8,30,7,0,8,18,RBIS
51,52,16,48,34,74,19,76,51,53,68,76,13,24,21,6,CDK5R1
23,26,7,38,3,38,50,27,129,40,16,48,29,19,6,20,RUFY1
28,26,4,22,46,62,16,80,34,40,16,30,8,22,14,32,BASP1
4,1,1,4,3,1,0,3,5,0,0,2,0,0,0,0,VSIG10
99,47,32,34,50,122,104,122,81,122,130,126,57,41,39,123,IRX5
35,24,15,0,6,15,19,15,106,51,27,62,8,15,34,23,METRNL
145,66,50,45,59,117,54,147,213,161,124,154,130,62,55,57,FAM91A1
85,43,50,53,50,66,39,43,76,114,97,92,28,22,15,9,WSB2
0,0,0,0,1,0,5,0,0,1,0,0,0,1,0,1,SOX11
92,70,40,96,38,88,22,73,112,108,66,72,26,30,38,26,TYMS
0,13,0,10,0,6,3,3,12,8,0,30,0,4,3,0,PXMP2
11,7,22,8,6,2,2,9,17,5,10,13,9,7,7,8,TCEANC
47,28,5,27,6,26,31,17,61,54,33,66,19,7,19,10,PNMA1
0,0,0,2,0,8,3,0,0,0,0,0,0,0,0,0,MAMSTR
60,36,20,47,32,29,53,43,67,65,45,53,31,12,5,36,ANKLE2
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,EFCAB5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,MUC20
0,17,41,35,0,35,3,18,25,23,35,23,3,4,15,12,THAP4
35,58,10,44,27,60,25,77,25,120,22,38,28,46,22,21,NFATC2IP
8,61,0,76,9,35,30,37,40,66,15,86,6,18,15,24,FAM89B
13,19,0,24,0,18,16,13,31,43,30,25,6,15,11,6,SHMT1
9,11,0,4,2,20,13,31,30,43,14,25,6,11,11,7,DPP7
50,52,3,36,6,86,42,105,66,83,31,28,35,45,31,20,SEC24C
75,87,6,116,25,60,52,100,105,163,78,189,33,38,35,48,SMCR8
13,43,0,8,9,31,0,47,58,43,32,8,24,25,9,16,MTHFR
4,8,2,18,15,19,3,19,7,14,0,21,0,4,12,1,DEAF1
69,50,10,58,85,59,42,57,86,86,51,95,35,36,43,31,MTX3
2,12,0,4,0,15,0,6,8,6,2,3,8,8,3,6,TMEM80
0,6,0,12,0,3,0,18,0,18,3,27,0,0,0,4,SIX5
20,23,9,33,13,37,31,44,26,45,26,63,13,23,12,16,FBXO46
7,1,8,4,2,4,18,7,1,5,3,2,0,2,4,0,ZDHHC13
60,3,94,66,19,55,70,35,16,26,38,51,23,2,11,13,SLC38A9
0,2,0,0,6,1,0,2,0,0,0,0,0,2,0,1,ACER2
14,27,4,27,15,42,16,55,54,55,30,27,18,30,29,16,WDR73
41,45,6,41,21,58,21,71,85,101,25,56,34,35,11,33,POLE
77,136,0,213,81,151,84,223,187,263,128,348,62,84,72,79,RHOG
10,0,0,0,0,9,0,5,0,10,0,0,0,0,0,0,EPS8L2
73,40,4,17,19,65,60,70,104,53,48,54,64,31,16,47,ANO6
286,144,28,164,94,154,140,222,226,368,142,368,110,58,102,116,ZBTB34
145,143,25,169,110,210,139,139,344,151,170,242,114,86,156,91,FAM210A
71,137,42,209,55,182,93,204,162,242,154,239,65,124,54,71,TALDO1
24,26,12,25,8,31,30,56,35,47,24,38,21,31,7,2,ULK1
73,50,20,66,44,85,48,75,123,87,55,81,39,26,33,29,RPS6KA3
3,0,0,1,0,0,2,4,0,9,6,10,0,0,1,3,B3GNT8
19,19,0,19,6,28,7,38,48,74,21,8,15,16,12,27,PUS1
229,130,21,105,148,121,228,162,341,152,167,271,85,38,94,82,CHD9
78,103,21,123,20,175,84,115,164,176,54,137,67,89,36,61,GATD1
0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,TRIM72
9,18,3,13,20,44,26,29,13,41,13,27,24,32,13,22,MAN1B1
85,99,42,110,23,105,101,132,97,217,109,178,57,57,59,34,TOP3A
8,10,0,0,16,1,4,8,17,2,9,2,14,0,6,0,ZBTB38
1,4,3,12,3,1,6,10,5,10,10,7,1,2,5,11,CCDC71
9,11,1,14,1,21,2,10,9,26,12,23,11,8,7,14,TIMM22
12,23,0,7,21,40,27,35,27,71,39,56,17,54,69,35,HIC1
1,13,0,55,6,0,17,7,8,33,0,7,24,12,4,22,PPFIA3
13,8,21,8,7,11,29,20,12,13,15,29,11,5,6,22,MAGEF1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,UMODL1
10,0,9,0,0,9,10,4,2,14,0,0,6,2,0,8,SAMD9L
424,166,129,138,148,295,277,275,388,389,354,408,306,121,178,323,TGIF1
0,11,18,3,0,15,13,11,14,21,6,25,15,22,0,12,MIEF2
22,20,10,16,18,16,32,21,31,29,19,13,12,15,8,14,NAP1L5
80,45,16,60,47,80,68,81,103,106,50,84,49,29,28,41,NR2C2
0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,CAVIN1
65,48,13,69,26,57,45,55,93,114,55,65,35,47,22,33,ARIH2
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,RBM44
364,170,100,138,289,365,417,361,585,330,389,388,303,102,275,238,ZBTB33
279,140,135,217,159,274,384,246,404,294,348,549,142,92,163,227,IRX3
1,12,9,13,7,16,1,12,13,19,6,6,1,16,8,0,SLC25A22
0,1,0,0,0,7,0,4,0,2,0,1,0,4,3,2,RABEP2
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NHLH2
12,9,0,24,16,33,8,9,10,22,8,25,14,23,19,6,ATOX1
603,483,236,288,381,637,607,677,909,743,776,850,469,173,424,295,TBL1XR1
2,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,SAMD12
111,25,56,59,67,64,99,60,135,105,60,135,39,10,56,52,C18orf32
0,19,0,6,0,10,5,10,0,36,2,8,6,27,0,4,PIDD1
33,27,66,57,36,48,36,30,90,33,36,72,21,24,33,57,RPLP2
11,17,0,10,7,12,18,11,23,16,8,17,1,4,5,10,HASPIN
16,23,17,56,23,43,44,50,56,32,37,44,27,37,29,10,JUN
25,22,2,21,29,20,15,22,23,34,37,22,19,11,11,10,CSTF2T
10,13,0,18,4,8,5,6,7,17,15,25,0,4,3,3,PGBD5
28,43,25,59,21,36,15,36,86,85,32,63,45,27,20,31,ACAD9
304,342,74,288,84,266,196,336,354,504,164,520,64,80,52,114,IL17RA
1,3,0,5,7,4,8,4,4,9,2,8,2,2,0,8,PNPLA2
16,33,18,46,0,31,0,51,77,75,24,30,4,14,0,0,AGTRAP
0,7,9,63,10,12,34,15,12,17,24,21,7,5,6,11,CD163L1
116,53,58,45,39,64,84,66,156,105,115,203,37,13,45,53,THAP5
3,0,0,0,0,0,0,0,5,1,1,0,0,1,0,0,SUMO4
0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,DNAJC28
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAALADL2
68,144,0,108,80,144,196,132,172,232,64,248,64,100,84,140,CD151
0,23,11,31,6,1,12,12,1,17,4,10,0,4,4,11,POLR2L
3,3,0,1,0,1,0,1,8,5,7,4,0,1,4,0,FAM20C
4,0,0,2,4,6,8,0,2,0,0,10,2,0,0,14,ANXA2R
0,3,0,0,0,8,0,5,0,23,1,1,0,8,4,2,TMEM94
63,62,0,64,20,79,47,67,31,110,72,99,25,31,14,24,FLII
6,21,3,1,7,19,7,31,21,34,12,89,13,22,10,26,SOX12
222,124,199,92,90,162,158,162,241,234,172,235,85,50,71,79,HNRNPA0
0,9,0,4,2,13,5,5,12,17,16,11,17,17,8,10,CHID1
8,6,0,8,0,2,0,3,8,3,5,1,8,4,0,4,ZNF620
56,36,0,26,55,60,42,53,107,71,49,49,52,24,33,23,ZNF518A
0,3,0,0,0,1,1,1,0,3,0,0,0,0,0,1,TMEM187
6,6,0,24,0,10,4,24,22,16,10,16,6,10,2,2,SVBP
46,27,12,40,12,34,30,45,63,75,31,79,58,15,23,27,ZNF619
1,5,5,4,6,11,9,8,15,8,5,12,5,3,6,2,AP3S1
428,370,293,359,229,412,310,441,744,748,464,773,233,215,217,237,GRB2
97,45,46,40,61,66,55,70,137,69,88,109,64,14,38,34,ZBTB41
273,160,123,271,168,226,197,212,385,249,218,439,94,103,145,54,UBE2N
28,19,19,30,30,14,14,13,62,40,34,30,7,4,13,1,ARL6IP6
0,1,0,2,0,5,0,1,2,0,0,0,0,0,0,0,ZNF354C
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MAMDC4
13,24,0,32,7,29,25,18,41,41,22,42,18,8,11,12,CENPBD1
110,227,30,227,49,192,60,257,219,308,92,351,50,77,80,68,BET1L
4,2,0,6,5,7,17,4,11,14,5,7,7,4,4,10,RPS27
25,32,38,26,6,30,33,39,88,36,35,50,25,29,24,37,RIC8A
166,186,88,194,104,232,184,274,250,280,238,258,90,100,98,154,IMP3
275,181,146,108,170,228,128,209,240,203,257,366,96,145,205,89,ASB8
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,ODF3B
0,1,0,0,5,1,0,0,4,1,0,3,0,0,3,0,GPR150
0,0,0,5,5,2,0,2,0,0,0,8,0,0,0,2,LRRC75B
1,1,0,1,2,2,0,1,1,1,3,9,0,1,0,0,IMPDH2
6,0,27,21,0,0,3,0,0,14,18,9,0,15,0,0,NDUFAF3
195,71,46,51,99,127,108,109,185,134,158,131,87,22,84,68,C2orf69
11,5,1,14,4,15,4,11,40,27,1,20,0,13,10,23,TSSK6
17,7,0,13,2,6,4,33,13,22,14,21,6,5,1,12,BOLA1
5,2,0,0,6,13,7,20,17,17,5,13,15,6,2,0,PDE4DIP
11,15,5,9,10,27,20,20,25,23,16,27,26,9,14,14,DDX10
28,14,13,44,7,34,21,49,14,41,29,51,12,27,23,33,NDUFV2
0,12,0,32,0,4,0,20,6,4,0,16,0,4,8,6,DALRD3
6,4,0,29,0,0,3,0,27,11,7,8,12,3,0,0,ZNF114
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,ZNF366
94,88,106,67,46,71,58,62,132,92,118,93,59,24,88,41,LCORL
0,0,6,0,4,1,0,5,0,0,0,0,0,0,0,0,PARD6G
4,4,0,4,20,34,20,35,8,36,26,30,14,38,13,8,SH2B1
8,7,4,7,0,10,8,11,26,18,4,14,8,16,4,3,ZC3H12D
2,0,0,1,3,1,0,4,0,2,3,1,1,1,0,1,VN1R1
194,113,68,150,94,106,64,171,281,188,177,255,37,53,63,64,POGLUT3
76,126,6,190,14,84,30,126,124,264,90,214,56,74,50,36,PLEC
0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,PRSS36
46,32,10,18,20,23,46,36,39,44,35,35,20,10,13,16,ZNF543
0,2,0,0,0,3,0,2,0,10,0,0,2,5,1,6,TMEM151B
16,18,19,7,30,38,44,60,43,53,25,59,46,39,34,19,GALNT11
34,98,6,62,43,182,96,183,104,229,60,135,29,139,37,54,WDR6
157,66,74,112,32,127,76,98,218,162,135,158,70,38,30,52,GEN1
15,24,17,46,19,33,59,25,43,56,23,81,25,23,23,27,TMEM11
3,2,0,2,1,6,0,2,3,2,0,5,3,4,8,3,ZNF354B
0,7,0,2,6,2,0,2,16,8,0,16,4,2,8,6,ZFAND2A
41,72,7,24,24,76,27,87,77,96,33,58,42,29,20,37,PLEKHM3
72,52,22,60,40,22,32,72,90,86,52,92,30,30,44,36,FAM220A
46,26,8,10,12,30,36,30,46,62,24,62,28,12,20,14,BEND3
6,2,0,0,2,0,0,0,5,0,10,0,0,3,0,1,NT5DC1
26,22,0,68,26,10,6,20,20,34,30,22,30,16,12,20,COX14
2,3,3,23,7,12,21,9,16,12,6,11,11,8,8,2,MCMDC2
2,1,0,0,0,1,0,3,2,6,0,4,0,0,0,0,P4HTM
4,6,0,0,4,5,4,8,5,14,0,6,2,1,5,4,KLHL11
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,CTXN1
0,4,0,2,3,9,0,12,4,4,0,0,12,0,1,2,SLC25A20
0,0,0,0,0,2,0,0,0,0,0,2,4,0,2,0,CD28
167,92,66,82,69,125,175,179,237,211,199,182,122,45,97,116,EPM2AIP1
0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,ERBB4
3,4,8,0,14,13,3,8,15,3,0,10,0,1,4,0,CTNNBIP1
