,MOLM-13_DMSO,MOLM-13_JQ1+6nM_NVP-2,MOLM-13_6nM_NVP-2,MOLM-13_60nM_NVP-2,MOLM-13_JQ1
CC2D1B,42.0,31.0,35.0,63.0,39.0
NBPF11,200.0,178.0,122.0,161.5,194.5
TXLNA,286.0,503.0,298.0,380.5,354.5
TCTEX1D1,222.0,254.0,199.0,344.0,276.0
KRTCAP2,343.0,327.0,302.0,375.5,329.5
CRTC2,11.0,4.0,2.0,11.0,10.5
IBA57,193.0,285.0,161.0,226.5,272.5
LINC00528,102.0,61.0,93.0,52.0,73.0
APOBEC3F,9.0,7.0,13.0,9.5,7.5
ALMS1P1,2.0,12.0,4.0,1.0,9.0
TET3,152.0,103.0,88.0,114.5,104.5
ANKRD23,10.0,2.0,10.0,3.5,10.0
PIKFYVE,251.0,170.0,95.0,209.5,170.5
KRTCAP3,4.0,11.0,2.0,6.5,12.0
TMEM17,17.0,12.0,14.0,11.0,12.0
SPRED2,21.0,17.0,6.0,18.5,15.5
TIGD1,7.0,3.0,13.0,3.5,5.5
KCTD6,4.0,5.0,0.0,4.0,3.5
ARL13B,10.0,10.0,9.0,13.5,8.5
DHFR2,138.0,77.0,86.0,83.0,78.5
RPL22L1,4620.0,7134.0,4444.0,7594.5,6840.5
FBXO45,610.0,615.0,393.0,542.0,595.5
KLHDC8B,4.0,7.0,12.0,10.5,4.5
TVP23C,53.0,58.0,46.0,63.5,61.5
CENPV,1123.0,2165.0,1271.0,1608.0,1490.5
FLCN,249.0,307.0,178.0,303.0,288.5
PLD6,186.0,103.0,112.0,135.0,102.0
ARHGAP27,158.0,161.0,169.0,168.0,173.0
CENPX,606.0,994.0,815.0,753.0,821.5
LRRC45,103.0,145.0,116.0,133.5,149.0
SLC39A11,1100.0,1434.0,945.0,1432.5,1375.5
AMZ2P1,16.0,15.0,20.0,19.5,17.0
TRIM65,548.0,531.0,338.0,618.0,559.5
UNC13D,170.0,257.0,187.0,313.5,248.5
RDM1,20.0,23.0,21.0,23.0,22.0
SPNS3,947.0,1870.0,1188.0,1457.5,1527.5
FBXO15,34.0,59.0,37.0,47.5,59.5
RAB12,278.0,251.0,129.0,155.5,262.5
ZNF584,253.0,229.0,248.0,228.5,246.0
STT3B,1184.0,1675.0,1042.0,1749.0,1640.5
PDE12,160.0,200.0,104.0,215.5,178.5
DENND6A,74.0,116.0,50.0,131.5,111.0
C4orf46,372.0,340.0,316.0,354.0,330.5
TMEM154,104.0,75.0,45.0,82.0,76.0
LINC00504,5.0,0.0,0.0,0.5,0.5
SMIM14,177.0,217.0,88.0,231.5,219.0
TMEM192,487.0,377.0,255.0,341.5,426.5
RWDD4,407.0,624.0,268.0,715.0,626.5
PRIMPOL,50.0,62.0,53.0,90.0,67.0
TAPT1,282.0,327.0,288.0,358.5,333.0
DNAJC18,54.0,49.0,86.0,56.5,57.5
202181,10.0,1.0,7.0,7.0,1.5
CCDC125,132.0,67.0,62.0,97.0,71.0
GAPT,22.0,6.0,17.0,19.5,14.5
OSTCP1,94.0,56.0,88.0,61.0,54.5
TRIM39-RPP21,295.0,405.0,318.0,298.0,369.5
PAXIP1-AS1,128.0,105.0,82.0,74.5,108.5
TMEM184A,5.0,3.0,4.0,2.5,4.0
ADCK5,288.0,383.0,303.0,342.0,355.0
TSNARE1,129.0,181.0,79.0,142.0,135.5
TUBB,36144.0,41959.0,38424.0,39595.0,42002.0
R3HCC1,485.0,430.0,379.0,573.5,500.0
TMEM268,97.0,82.0,70.0,66.0,77.5
C9orf72,20.0,12.0,12.0,29.0,13.5
NAIF1,147.0,184.0,125.0,171.5,171.5
FAM219A,53.0,91.0,57.0,55.0,74.5
CCDC107,572.0,686.0,573.0,476.0,592.0
ANKS6,35.0,48.0,18.0,46.5,40.0
SUSD3,166.0,312.0,182.0,419.0,313.0
SLC25A43,12.0,15.0,8.0,31.5,16.5
INTS6L,50.0,70.0,45.0,114.5,76.5
ZNF449,10.0,6.0,10.0,10.5,6.0
VMA21,2752.0,4420.0,3195.0,4201.5,3781.0
ANO5,26.0,38.0,17.0,28.5,32.0
NLRP11,6.0,0.0,6.0,4.0,0.0
HIPK1,264.0,299.0,219.0,374.5,329.0
MTLN,154.0,304.0,121.0,328.5,283.5
C2orf69,615.0,328.0,347.0,361.0,366.5
DIPK2A,106.0,59.0,24.0,70.5,80.0
SENP5,95.0,123.0,68.0,119.0,129.5
USF3,213.0,183.0,150.0,253.0,202.0
SLC36A1,198.0,343.0,157.0,333.0,296.0
DHRSX,35.0,73.0,45.0,56.0,73.0
ATAD3C,7.0,1.0,14.0,8.5,1.5
USP12,647.0,709.0,415.0,775.0,714.5
MTIF3,108.0,99.0,94.0,94.5,96.5
MED19,187.0,166.0,163.0,228.0,196.0
ZCCHC24,72.0,94.0,69.0,68.5,91.0
TYSND1,305.0,462.0,358.0,300.5,402.0
ZNF25,39.0,58.0,38.0,105.0,61.0
CCNY,451.0,937.0,484.0,812.0,770.5
HYLS1,95.0,37.0,61.0,42.0,48.5
TMEM218,173.0,216.0,141.0,245.5,215.0
SLC37A2,238.0,346.0,267.0,282.5,310.5
TBCEL,47.0,24.0,45.0,46.0,36.5
TLCD5,6.0,7.0,9.0,8.5,11.0
MRPL21,670.0,586.0,545.0,566.0,600.5
TPCN2,247.0,328.0,240.0,307.0,330.5
MPEG1,20.0,9.0,8.0,18.5,16.0
PATL1,136.0,358.0,185.0,308.0,294.0
VWCE,18.0,19.0,17.0,14.0,18.5
CYB561A3,475.0,638.0,487.0,609.0,616.5
DDIAS,60.0,45.0,42.0,53.5,59.0
LTO1,209.0,323.0,217.0,297.0,349.5
DLEU7,9.0,4.0,0.0,4.0,2.5
FAM124A,51.0,38.0,34.0,56.5,39.0
SKA1,259.0,394.0,209.0,347.0,308.0
OTUD1,13.0,7.0,0.0,8.0,9.5
OAF,1649.0,2373.0,1497.0,2041.5,2212.0
TIGD3,14.0,15.0,10.0,16.5,18.0
CTAGE10P,14.0,11.0,1.0,8.5,8.0
USP32P2,205.0,318.0,232.0,379.5,324.0
220729,10.0,14.0,14.0,16.5,10.5
FABP5P3,155.0,65.0,105.0,129.5,88.0
CBWD5,123.0,241.0,115.0,249.5,192.0
WAC-AS1,592.0,534.0,445.0,419.5,534.5
ZNF438,205.0,201.0,121.0,171.5,201.0
MARCHF8,199.0,209.0,125.0,272.5,218.5
C10orf25,58.0,52.0,67.0,60.0,47.0
HNRNPA3,3272.0,5930.0,2756.0,6904.0,5829.5
ZNF485,8.0,8.0,5.0,3.0,5.0
REEP3,284.0,441.0,295.0,461.0,447.5
JMJD1C,1817.0,862.0,851.0,900.5,1037.5
NSUN6,25.0,24.0,14.0,58.5,30.0
ARL5B,9.0,7.0,5.0,3.5,9.0
LRRN4CL,2.0,1.0,1.0,6.0,7.0
HNRNPUL2,1983.0,2669.0,1972.0,2570.0,2557.0
ALKBH3,559.0,671.0,663.0,640.0,656.5
EEF1AKMT1,878.0,1565.0,1332.0,1122.0,1316.0
SKA3,490.0,689.0,369.0,729.5,672.0
MICU2,56.0,130.0,58.0,155.5,136.5
SPATA13,151.0,132.0,65.0,103.5,105.0
CPNE2,160.0,280.0,116.0,239.0,250.0
ADGRG5,107.0,130.0,79.0,123.0,119.5
AK9,4.0,8.0,0.0,4.5,11.5
NT5DC1,172.0,132.0,71.0,134.0,122.5
ZUP1,40.0,33.0,30.0,47.5,37.0
TBC1D32,34.0,21.0,13.0,23.0,20.5
BEND6,55.0,67.0,65.0,56.5,65.5
OARD1,227.0,296.0,114.0,396.0,281.0
TMEM217,28.0,13.0,21.0,19.5,16.5
FGD2,23.0,22.0,12.0,31.0,24.0
C6orf89,1862.0,2427.0,1666.0,2099.5,2340.0
SMIM29,413.0,572.0,332.0,613.0,579.5
LEMD2,206.0,289.0,191.0,247.0,278.5
ZBTB9,181.0,83.0,116.0,101.0,98.0
C6orf136,123.0,153.0,145.0,122.0,129.5
KDM1B,73.0,125.0,42.0,108.5,118.0
PHACTR1,14.0,5.0,4.0,4.5,6.5
SMIM13,141.0,154.0,105.0,236.5,205.0
SYCP2L,161.0,307.0,183.0,308.5,291.0
ZSCAN25,31.0,12.0,15.0,31.5,21.0
FAM200A,13.0,5.0,16.0,10.0,15.5
TWISTNB,222.0,186.0,121.0,172.0,190.5
HOXA11-AS,344.0,703.0,397.0,428.5,605.5
JAZF1,7.0,17.0,5.0,8.0,15.0
PPP1R35,272.0,267.0,289.0,270.5,261.5
BRAT1,385.0,459.0,335.0,517.5,478.5
FOXK1,599.0,1026.0,584.0,1075.0,1018.0
DAGLB,156.0,168.0,107.0,142.5,175.5
THSD7A,10.0,12.0,1.0,13.0,12.0
TMED4,305.0,408.0,284.0,280.0,343.5
MTURN,89.0,112.0,84.0,88.0,85.0
RSBN1L,37.0,36.0,20.0,36.5,39.0
LRWD1,63.0,58.0,57.0,106.0,74.0
FAM185A,5.0,2.0,1.0,22.5,7.5
FBXL13,111.0,117.0,101.0,119.0,110.0
NAPEPLD,33.0,46.0,27.0,15.5,41.5
ATXN7L1,104.0,153.0,113.0,132.5,152.0
LNX2,125.0,113.0,128.0,125.0,130.0
SLC35F1,80.0,75.0,81.0,85.0,70.5
UNC5CL,6.0,15.0,4.0,18.0,13.0
KCTD20,762.0,724.0,540.0,732.0,680.0
TOB2P1,9.0,5.0,18.0,15.0,23.0
TMEM130,18.0,0.0,7.0,5.0,1.0
RPL23P8,107.0,47.0,61.0,85.0,56.5
ZNRF2,25.0,31.0,13.0,59.0,33.5
CNPY4,84.0,113.0,45.0,108.0,100.5
ATP6V1C2,79.0,96.0,90.0,122.0,93.5
CNOT6L,1382.0,1340.0,1242.0,1486.5,1350.0
AKR7L,123.0,170.0,127.0,168.5,141.0
CDC26,69.0,97.0,47.0,146.5,99.5
RNASEH1,673.0,803.0,578.0,665.0,795.0
AFG1L,24.0,25.0,28.0,48.5,38.0
STAC3,484.0,330.0,313.0,452.5,363.5
POLR2J2,184.0,323.0,159.0,300.0,265.5
246754,17.0,6.0,3.0,4.0,11.5
TMEM9,207.0,294.0,215.0,246.0,247.5
ZNF396,2.0,0.0,0.0,1.5,3.0
NEIL2,508.0,801.0,583.0,662.0,728.0
STXBP4,15.0,17.0,9.0,10.5,17.5
HCG27,6.0,7.0,12.0,3.5,8.0
CUTALP,127.0,97.0,95.0,98.5,111.5
PRR14L,95.0,134.0,64.0,165.5,147.0
RICTOR,165.0,177.0,140.0,174.5,176.0
IPMK,275.0,375.0,245.0,312.5,360.5
ZBTB38,21.0,8.0,26.0,16.5,10.0
SLC25A30,29.0,31.0,33.0,44.5,32.0
LCLAT1,96.0,137.0,87.0,163.0,125.0
GPATCH11,209.0,114.0,98.0,128.0,128.0
ZNF620,4.0,3.0,9.0,0.0,2.0
MMS22L,71.0,93.0,60.0,142.5,106.0
WASHC2C,120.0,163.0,111.0,219.5,167.0
EBF3,3.0,10.0,2.0,16.0,16.5
WDR27,20.0,21.0,22.0,28.0,41.0
CERS6,391.0,492.0,337.0,668.0,558.0
MSRB3,270.0,244.0,179.0,248.5,263.0
ZDHHC20,254.0,453.0,267.0,455.0,439.0
YTHDF3,2293.0,2002.0,2280.0,1620.5,1942.0
RALGAPA1,140.0,175.0,97.0,128.0,160.0
KCTD13,16.0,29.0,31.0,41.0,26.5
ASPHD1,93.0,84.0,62.0,109.0,84.0
ETFBKMT,4.0,7.0,11.0,7.5,9.0
METAP1D,30.0,37.0,40.0,33.5,38.0
UBN2,308.0,305.0,208.0,243.0,287.0
BRWD3,127.0,174.0,121.0,124.0,144.5
EHBP1L1,132.0,164.0,152.0,152.5,154.0
NIFK-AS1,197.0,98.0,108.0,92.0,127.5
FBXO33,222.0,240.0,142.0,217.5,252.5
RNF169,499.0,352.0,362.0,327.0,357.5
LCORL,124.0,142.0,87.0,129.0,119.5
ZDHHC24,260.0,325.0,305.0,277.0,300.5
MCM9,33.0,21.0,21.0,34.5,27.0
PROSER2,254.0,285.0,195.0,199.0,275.5
SLC41A1,42.0,43.0,34.0,66.5,57.0
MEIOB,69.0,78.0,96.0,89.5,75.5
LPCAT4,4.0,1.0,0.0,0.5,0.5
NUDT8,168.0,256.0,264.0,226.5,235.0
MIR9-3HG,98.0,152.0,164.0,112.5,144.5
TMEM256,287.0,428.0,280.0,448.0,443.0
ZDHHC23,29.0,25.0,19.0,35.5,25.0
TMEM86B,122.0,183.0,129.0,148.5,177.0
TMCO4,119.0,102.0,71.0,101.0,110.0
MCOLN2,257.0,343.0,198.0,339.5,328.0
LRRC57,68.0,66.0,40.0,36.0,60.5
MBLAC1,13.0,0.0,6.0,11.0,6.0
ZNF718,17.0,1.0,5.0,14.0,2.5
TOLLIP-AS1,16.0,12.0,10.0,3.5,10.5
ELMOD2,138.0,185.0,156.0,213.5,173.5
INAFM1,112.0,164.0,157.0,106.0,160.0
C19orf38,3.0,4.0,6.0,4.5,8.0
SDHAP1,24.0,17.0,9.0,21.0,18.5
CNEP1R1,3.0,2.0,3.0,1.5,4.0
PAN3,449.0,741.0,468.0,590.0,593.5
ZNF549,84.0,29.0,60.0,35.0,48.5
CDRT15L2,13.0,10.0,15.0,12.5,10.0
NAPSB,446.0,682.0,712.0,736.0,588.5
NATD1,7.0,17.0,4.0,6.0,14.5
RPS2P32,13.0,11.0,8.0,9.0,15.0
GK5,203.0,240.0,184.0,243.5,232.0
EML3,131.0,181.0,197.0,195.5,191.0
ST6GALNAC3,1.0,3.0,10.0,1.0,2.0
MFSD8,69.0,31.0,55.0,58.0,45.5
LYSMD2,72.0,49.0,15.0,110.5,67.5
BCLAF3,48.0,72.0,32.0,75.5,78.5
SERINC5,43.0,36.0,31.0,66.0,41.0
FRMD3,48.0,69.0,66.0,75.0,61.0
ARHGAP30,491.0,647.0,565.0,515.5,554.5
RNF214,47.0,72.0,52.0,99.0,66.0
CCDC96,3.0,8.0,0.0,3.5,7.0
SNX33,60.0,84.0,128.0,58.5,81.5
257396,3.0,7.0,0.0,1.5,4.0
TAB3,34.0,44.0,18.0,42.0,39.5
FAM133B,562.0,376.0,354.0,372.0,438.0
SGMS1,11.0,12.0,12.0,19.0,18.0
ASPM,143.0,202.0,88.0,134.5,164.5
BOD1L1,37.0,39.0,17.0,47.0,50.0
TAS2R20,6.0,8.0,6.0,16.0,9.5
IL4I1,231.0,141.0,142.0,128.0,125.5
NSUN5P2,134.0,318.0,306.0,258.0,237.0
MAGI3,16.0,6.0,6.0,13.0,10.0
TIPRL,711.0,875.0,502.0,909.0,898.0
NPHP4,161.0,206.0,102.0,248.0,210.0
NAP1L5,19.0,20.0,5.0,20.5,25.0
PIPSL,34.0,36.0,16.0,25.5,37.0
PGBD2,19.0,9.0,11.0,23.0,20.0
PGBD3,14.0,7.0,4.0,4.5,9.0
RNU12,32.0,38.0,39.0,48.5,41.5
ATP5MGL,42.0,35.0,22.0,28.5,37.0
SELENOH,781.0,1139.0,813.0,1195.5,1057.5
POC1B,125.0,194.0,72.0,213.5,158.0
ZNF311,16.0,30.0,12.0,16.0,25.5
FUOM,514.0,613.0,442.0,485.0,593.0
STK32C,1321.0,1299.0,1160.0,1156.0,1355.0
BLOC1S2,778.0,989.0,701.0,1101.0,1000.5
PDCD4-AS1,14.0,29.0,30.0,17.0,23.0
SBF2-AS1,72.0,96.0,55.0,105.0,91.0
LINC00900,18.0,19.0,16.0,42.0,21.5
BCL9L,170.0,140.0,112.0,139.5,138.5
MIR4697HG,2.0,3.0,1.0,5.0,5.0
PGM2L1,200.0,151.0,176.0,186.0,174.0
KLHL35,38.0,43.0,18.0,28.0,37.5
KCTD21,10.0,6.0,9.0,5.0,9.5
TMEM80,42.0,65.0,56.0,70.0,67.5
CCDC88B,219.0,342.0,252.0,314.0,320.5
TTC9C,32.0,32.0,27.0,30.0,32.0
RCOR2,35.0,63.0,23.0,68.0,56.5
HARBI1,13.0,20.0,20.0,24.0,19.0
C1RL-AS1,43.0,44.0,33.0,39.0,34.5
ZNF740,405.0,567.0,353.0,549.0,606.5
RASSF3,154.0,251.0,98.0,440.5,256.0
ANKRD52,98.0,136.0,123.0,115.5,112.0
SPRYD4,215.0,216.0,140.0,168.5,213.5
TRHDE-AS1,63.0,42.0,41.0,54.5,38.0
GAS2L3,22.0,19.0,20.0,31.0,26.0
HECTD4,51.0,93.0,49.0,79.0,85.5
GATC,387.0,465.0,303.0,524.0,485.0
MUC19,18.0,16.0,12.0,7.5,16.5
GXYLT1,309.0,266.0,177.0,306.0,283.0
FGF14-AS2,28.0,7.0,13.0,8.5,7.5
CHAMP1,101.0,67.0,52.0,93.0,114.0
KCNRG,8.0,15.0,17.0,12.0,16.0
SLC46A3,62.0,55.0,45.0,33.5,55.0
LINC01588,22.0,25.0,14.0,21.0,22.5
TMED8,1030.0,1082.0,1035.0,1057.0,1050.0
SNHG10,77.0,120.0,83.0,79.0,98.5
LINC00641,57.0,92.0,31.0,49.5,100.5
CEP170B,211.0,265.0,155.0,225.5,238.0
TEDC1,461.0,559.0,483.0,490.5,510.5
LINC00926,2367.0,3887.0,3155.0,3979.5,3328.5
283683,1449.0,1477.0,1194.0,1278.5,1433.0
FAM98B,179.0,262.0,126.0,288.0,255.5
HERC2P3,172.0,211.0,181.0,178.5,213.5
GOLGA8IP,301.0,137.0,163.0,130.5,179.0
NPW,134.0,204.0,158.0,184.5,195.0
BRICD5,11.0,12.0,15.0,11.5,14.5
PGP,317.0,358.0,283.0,373.5,367.5
C16orf54,172.0,114.0,52.0,143.0,122.0
INO80E,604.0,969.0,608.0,810.0,758.5
NUDT7,112.0,252.0,110.0,252.0,227.5
FBXL19-AS1,60.0,54.0,67.0,72.0,59.5
NHLRC4,28.0,23.0,35.0,20.5,20.5
C16orf91,120.0,182.0,74.0,197.5,175.0
283970,189.0,128.0,127.0,152.5,132.0
TSEN54,729.0,759.0,622.0,726.5,783.0
UBALD2,847.0,936.0,848.0,879.5,959.0
CCDC57,434.0,839.0,618.0,617.0,617.0
C17orf58,284.0,149.0,167.0,205.5,170.5
MILR1,40.0,47.0,32.0,58.5,38.0
RNF227,22.0,15.0,10.0,8.0,19.5
LINC00324,122.0,106.0,101.0,124.0,96.5
CDRT4,50.0,72.0,33.0,55.0,64.5
CCDC144B,792.0,514.0,339.0,566.0,491.0
KANSL1,207.0,276.0,178.0,337.0,274.5
FAM171A2,120.0,125.0,93.0,143.5,138.5
MEIOC,8.0,15.0,8.0,20.5,13.5
NEK8,103.0,105.0,115.0,87.5,84.5
PIGW,1022.0,1172.0,789.0,1044.5,1170.0
CISD3,452.0,438.0,415.0,535.5,441.0
TMEM102,31.0,18.0,39.0,24.0,22.5
CAVIN1,5.0,0.0,4.0,10.5,3.5
ENDOV,39.0,33.0,35.0,50.5,33.0
GDPD1,20.0,20.0,11.0,10.0,17.0
NDUFAF8,6130.0,7705.0,6563.0,6857.5,6723.5
LINC00482,82.0,87.0,110.0,89.0,78.0
TMEM105,13.0,3.0,9.0,11.0,5.0
ANKRD20A9P,37.0,29.0,25.0,17.5,23.5
KCTD1,12.0,22.0,20.0,34.0,22.0
ZADH2,412.0,308.0,266.0,339.5,347.5
LINC00908,5.0,9.0,7.0,5.0,4.5
ZNF547,0.0,8.0,7.0,12.0,8.5
ZNF776,18.0,12.0,13.0,6.0,15.0
ZNF780A,65.0,42.0,29.0,50.0,37.0
C19orf54,71.0,77.0,40.0,84.5,73.0
PRR19,17.0,22.0,23.0,18.0,23.5
ZNF575,58.0,99.0,67.0,72.0,83.5
ZNF283,29.0,25.0,14.0,24.0,18.5
PPP1R37,123.0,116.0,112.0,130.5,132.0
EMC10,1078.0,1272.0,1185.0,1259.5,1263.0
ZNF561-AS1,35.0,31.0,12.0,20.0,24.5
ZNF763,59.0,67.0,33.0,52.5,51.0
WDR62,234.0,386.0,390.0,341.5,368.0
ZFP82,15.0,9.0,13.0,14.0,10.0
284412,14.0,14.0,11.0,14.0,12.0
SMIM24,3.0,1.0,1.0,5.5,1.5
NWD1,1.0,0.0,0.0,3.5,0.5
SLC25A42,19.0,49.0,12.0,51.5,42.5
LINC00663,15.0,1.0,8.0,0.5,4.5
ZNF493,67.0,54.0,41.0,62.0,50.5
284454,441.0,151.0,364.0,116.0,217.5
ZNF875,31.0,38.0,25.0,37.0,43.5
FAM102B,5.0,2.0,0.0,16.5,8.5
CYB561D1,119.0,85.0,87.0,82.5,99.5
ANKRD34A,16.0,12.0,7.0,17.5,10.5
LINC01686,0.0,0.0,1.0,0.0,0.5
ZNF326,243.0,355.0,307.0,305.5,336.0
C20orf197,31.0,42.0,26.0,50.0,38.5
MIR646HG,1.0,0.0,3.0,8.0,1.5
SIRPB2,31.0,51.0,46.0,42.5,38.0
AATBC,7.0,8.0,1.0,24.5,8.0
TTC28-AS1,148.0,112.0,100.0,127.5,111.5
CCDC150,23.0,44.0,25.0,40.0,49.5
RNF149,185.0,194.0,152.0,184.0,184.5
285074,80.0,39.0,44.0,60.0,53.0
AHCTF1P1,264.0,146.0,132.0,158.5,145.5
IAH1,66.0,93.0,65.0,119.0,94.0
FAM126B,187.0,239.0,131.0,304.5,248.5
UNC80,9.0,10.0,2.0,1.5,10.0
RUFY4,10.0,18.0,9.0,11.0,14.0
DUSP28,28.0,36.0,25.0,31.0,32.5
EOGT,95.0,76.0,58.0,119.5,68.5
C3orf38,182.0,209.0,146.0,216.5,212.5
ZNF619,34.0,21.0,22.0,24.0,25.5
ZNF621,321.0,195.0,172.0,251.5,205.0
RABL3,243.0,271.0,258.0,272.5,264.5
IGSF10,19.0,22.0,13.0,57.0,42.0
C3orf33,23.0,17.0,9.0,26.0,12.0
CCDC66,37.0,60.0,21.0,40.5,41.5
TCAIM,109.0,226.0,170.0,162.5,174.0
SUMF1,277.0,411.0,270.0,337.0,366.0
RPUSD3,597.0,735.0,616.0,647.0,686.0
PRRT3,32.0,52.0,38.0,24.0,50.0
DPH3,109.0,173.0,95.0,180.0,166.5
ALG1L9P,75.0,40.0,40.0,54.5,41.0
DCAF4L1,43.0,32.0,46.0,15.5,41.0
CYP4V2,65.0,87.0,56.0,103.0,88.0
RPL34-AS1,5.0,7.0,4.0,0.5,5.0
285464,49.0,123.0,117.0,122.5,113.5
FAM13A-AS1,33.0,76.0,44.0,50.5,55.5
COX18,165.0,183.0,130.0,220.0,213.0
FRYL,659.0,1047.0,651.0,803.5,952.5
FAM200B,13.0,9.0,5.0,17.5,9.0
SH3PXD2B,48.0,89.0,67.0,61.5,69.0
KIAA0825,0.0,12.0,2.0,3.5,2.5
GPR150,3.0,2.0,2.0,3.0,4.0
DTWD2,42.0,35.0,20.0,31.0,29.5
C5orf51,43.0,49.0,22.0,57.5,50.5
SREK1IP1,451.0,313.0,336.0,348.5,345.0
CEP57L1,25.0,31.0,12.0,54.0,43.0
HLA-F-AS1,30.0,70.0,48.0,25.5,47.0
PNPLA1,25.0,40.0,35.0,27.5,42.5
RPL7L1,1871.0,1416.0,1275.0,1722.5,1630.0
LINC00174,6.0,13.0,9.0,13.0,14.5
INHBA-AS1,28.0,13.0,32.0,24.0,11.5
SNHG15,166.0,140.0,179.0,159.0,190.5
EPHA1-AS1,132.0,115.0,108.0,121.0,108.0
ZNF775,89.0,59.0,78.0,69.0,86.0
ATG9B,4.0,13.0,6.0,13.5,9.0
ZNF789,18.0,37.0,25.0,17.0,26.5
LSMEM1,4.0,3.0,0.0,0.5,13.0
NSMCE2,1229.0,1698.0,1170.0,1635.0,1749.5
ZNF707,138.0,124.0,102.0,128.0,120.0
FAM83H,456.0,693.0,570.0,635.5,633.0
ZNF252P,229.0,284.0,214.0,231.0,234.5
ZNF252P-AS1,14.0,2.0,8.0,2.5,2.5
ZFP41,150.0,96.0,109.0,121.5,100.5
TRIQK,109.0,111.0,63.0,173.5,135.5
DPY19L4,187.0,372.0,263.0,374.0,360.5
FBXO43,150.0,66.0,80.0,136.5,89.0
LINC01289,2.0,0.0,3.0,0.0,0.0
SCAI,48.0,43.0,37.0,57.5,45.0
C9orf47,13.0,3.0,13.0,2.0,3.5
PAXX,163.0,246.0,172.0,227.5,210.5
TPRN,230.0,354.0,233.0,292.5,368.5
TUSC1,14.0,11.0,11.0,26.0,11.0
FAM78A,176.0,237.0,181.0,239.5,221.5
ATP11C,144.0,137.0,105.0,130.0,149.5
286437,126.0,203.0,131.0,187.0,165.0
YIPF6,231.0,269.0,190.0,304.0,262.0
TTC3P1,85.0,73.0,61.0,70.5,79.0
P2RY8,4433.0,5344.0,3491.0,4271.0,5423.0
STON1-GTF2A1L,1.0,1.0,0.0,3.0,2.5
LIN9,65.0,77.0,47.0,80.5,72.5
TRIM59,145.0,146.0,178.0,185.5,159.5
FAM223B,20.0,26.0,17.0,39.5,39.0
EIF4E3,46.0,39.0,36.0,70.0,40.5
RFESD,6.0,6.0,0.0,2.0,3.0
DHRS4L2,33.0,50.0,23.0,46.0,47.0
ADAM20P1,8.0,24.0,7.0,6.0,19.5
CCDC85C,25.0,53.0,42.0,41.0,54.0
DDX51,445.0,479.0,412.0,503.0,478.0
RAB37,117.0,228.0,176.0,184.0,162.5
MMAB,1156.0,1287.0,1035.0,1242.5,1294.0
SNAI3,188.0,140.0,170.0,128.0,136.0
UBAC2,2137.0,2770.0,2006.0,2477.0,2782.5
H2BC20P,13.0,12.0,11.0,9.5,14.0
RAB7B,637.0,821.0,754.0,638.5,628.0
FFAR4,1.0,1.0,2.0,7.5,0.5
CCDC84,31.0,54.0,57.0,61.5,59.5
ANKRD13D,134.0,133.0,154.0,203.0,155.5
ANKRD42,53.0,69.0,65.0,95.5,75.5
CSTF3-DT,4.0,4.0,0.0,5.5,3.0
ATP2B1-AS1,23.0,7.0,1.0,5.0,8.5
LINC01089,29.0,38.0,47.0,30.0,38.0
PRSS53,46.0,77.0,54.0,85.5,66.5
RAB43,102.0,151.0,52.0,135.5,112.0
JMJD8,247.0,382.0,248.0,351.0,376.5
METTL2A,306.0,278.0,150.0,330.0,296.0
ASB16-AS1,48.0,76.0,66.0,58.5,67.0
C17orf67,3.0,9.0,12.0,12.5,9.5
OXLD1,137.0,167.0,120.0,157.5,163.0
CCDC137,744.0,411.0,506.0,360.0,466.0
ARL16,99.0,150.0,72.0,188.5,135.5
LINC02693,30.0,26.0,29.0,38.0,32.5
MSL1,396.0,433.0,245.0,486.0,445.0
LINC00667,239.0,211.0,194.0,212.5,215.0
ZNF181,40.0,41.0,44.0,29.0,48.5
ZNF260,69.0,37.0,63.0,57.5,47.5
ZNF546,21.0,20.0,18.0,37.5,20.5
MYPOP,222.0,340.0,211.0,333.5,298.0
C1orf174,128.0,256.0,86.0,323.0,254.5
KLHL17,143.0,422.0,436.0,284.5,319.0
TMEM52,25.0,33.0,28.0,22.0,22.0
ZBTB8OS,86.0,148.0,72.0,158.5,150.0
TFAP2E,25.0,24.0,24.0,42.5,25.5
ZNF678,54.0,45.0,51.0,66.5,45.5
ARMH1,524.0,695.0,591.0,666.5,646.0
ZFP69,18.0,17.0,5.0,11.5,15.5
SPOPL,108.0,101.0,45.0,103.0,91.0
339803,33.0,27.0,29.0,26.0,29.5
C2orf74,7.0,8.0,7.0,11.5,9.5
339862,0.0,2.0,2.0,3.5,3.0
C3orf35,4.0,13.0,18.0,0.0,10.5
LPP-AS2,7.0,0.0,6.0,1.0,2.5
NAT8L,140.0,188.0,86.0,133.0,153.5
STING1,607.0,801.0,495.0,717.0,756.0
ZC3H12D,89.0,82.0,73.0,127.0,81.5
ZNF680,18.0,14.0,5.0,29.0,23.0
NRBP2,27.0,33.0,31.0,37.0,35.5
ZNF517,10.0,6.0,0.0,6.5,7.5
WDR97,14.0,16.0,7.0,7.5,12.5
TMEM249,17.0,31.0,21.0,22.5,27.0
ZDHHC21,84.0,52.0,33.0,66.0,50.5
RTL5,61.0,95.0,102.0,118.5,112.0
