;;;;
REGION_ID;OVERLAP_GENES;PROXIMAL_GENES;CLOSEST_GENE;
1_merged_PDX_cell_lines_AML_7073_lociStitched;;;MYL10;
1_merged_PDX_cell_lines_AML_7074_lociStitched;RASA2;;RASA2;
1_merged_PDX_cell_lines_AML_7075_lociStitched;;FBRSL1;FBRSL1;
1_merged_PDX_cell_lines_AML_7076_lociStitched;;ELF2;ELF2;
1_merged_PDX_cell_lines_AML_7077_lociStitched;UNK;GALK1 H3F3B;UNK;
1_merged_PDX_cell_lines_AML_7078_lociStitched;APOB48R CLN3;NUPR1 IL27;APOB48R;
1_merged_PDX_cell_lines_AML_7079_lociStitched;;ITGA5 GTSF1 NCKAP1L;ITGA5;
1_merged_PDX_cell_lines_AML_708_lociStitched;TESC;;TESC;
1_merged_PDX_cell_lines_AML_7080_lociStitched;YWHAZ;YWHAZ;YWHAZ;
1_merged_PDX_cell_lines_AML_7081_lociStitched;EMBP1;;EMBP1;
1_merged_PDX_cell_lines_AML_7082_lociStitched;PDZRN3;;PDZRN3;
1_merged_PDX_cell_lines_AML_7083_lociStitched;;NXT1 GZF1;GZF1;
1_merged_PDX_cell_lines_AML_7084_lociStitched;;EMP1;EMP1;
1_merged_PDX_cell_lines_AML_7085_lociStitched;DBNL;POLM PGAM2 DBNL SPDYE1 FLJ35390 POLR2J4 RASA4P;DBNL;
1_merged_PDX_cell_lines_AML_7086_lociStitched;C22orf13 SNRPD3;GGT1 C22orf36;C22orf13;
1_merged_PDX_cell_lines_AML_7087_lociStitched;;MPHOSPH6;MPHOSPH6;
1_merged_PDX_cell_lines_AML_7088_lociStitched;RAD23A GADD45GIP1;CALR SYCE2 NFIX FARSA DAND5;GADD45GIP1;
1_merged_PDX_cell_lines_AML_7089_lociStitched;RYBP;;RYBP;
1_merged_PDX_cell_lines_AML_709_lociStitched;;DARS;DARS;
1_merged_PDX_cell_lines_AML_7090_lociStitched;C17orf63;MIR144 ERAL1 C17orf63 MIR451;C17orf63;
1_merged_PDX_cell_lines_AML_7091_lociStitched;HDHD1;;HDHD1;
1_merged_PDX_cell_lines_AML_7092_lociStitched;SSFA2;SSFA2;SSFA2;
1_merged_PDX_cell_lines_AML_7093_lociStitched;ARHGEF3;ARHGEF3;ARHGEF3;
1_merged_PDX_cell_lines_AML_7094_lociStitched;;;ST8SIA6;
1_merged_PDX_cell_lines_AML_7095_lociStitched;SIPA1L3;;SIPA1L3;
1_merged_PDX_cell_lines_AML_7096_lociStitched;;LOC642852 POFUT2;LOC642852;
1_merged_PDX_cell_lines_AML_7097_lociStitched;PRKACB;;PRKACB;
1_merged_PDX_cell_lines_AML_7098_lociStitched;LAT SPNS1;NFATC2IP LAT SPNS1;LAT;
1_merged_PDX_cell_lines_AML_7099_lociStitched;STK32B;;STK32B;
1_merged_PDX_cell_lines_AML_71_lociStitched;TNPO1;;TNPO1;
1_merged_PDX_cell_lines_AML_710_lociStitched;DAPK2;;HERC1;
1_merged_PDX_cell_lines_AML_7100_lociStitched;GAB2;KCTD21 USP35;USP35;
1_merged_PDX_cell_lines_AML_7101_lociStitched;GUCY1B2;;GUCY1B2;
1_merged_PDX_cell_lines_AML_7102_lociStitched;;SAMD3;SAMD3;
1_merged_PDX_cell_lines_AML_7103_lociStitched;;MBOAT2;MBOAT2;
1_merged_PDX_cell_lines_AML_7104_lociStitched;;CHIT1 MYBPH CHI3L1;CHI3L1;
1_merged_PDX_cell_lines_AML_7105_lociStitched;XPO1;;XPO1;
1_merged_PDX_cell_lines_AML_7106_lociStitched;GALNT2;;PGBD5;
1_merged_PDX_cell_lines_AML_7107_lociStitched;;IKZF1;IKZF1;
1_merged_PDX_cell_lines_AML_7108_lociStitched;;;ANXA2P3;
1_merged_PDX_cell_lines_AML_7109_lociStitched;TMEM183A TMEM183B LOC401980;ADIPOR1 PPFIA4 CYB5R1;LOC401980;
1_merged_PDX_cell_lines_AML_711_lociStitched;AZU1 LPPR3 PRTN3;CFD ELANE MIR3187 PTBP1;AZU1;
1_merged_PDX_cell_lines_AML_7110_lociStitched;IKZF2;;IKZF2;
1_merged_PDX_cell_lines_AML_7111_lociStitched;CLEC4D;CLEC4E;CLEC4D;
1_merged_PDX_cell_lines_AML_7112_lociStitched;ITPR2;;ITPR2;
1_merged_PDX_cell_lines_AML_7113_lociStitched;C1orf27 MIR548F1;PDC TPR OCLM;OCLM;
1_merged_PDX_cell_lines_AML_7114_lociStitched;EHD4;PLA2G4E;EHD4;
1_merged_PDX_cell_lines_AML_7115_lociStitched;ADARB2;NCRNA00168;NCRNA00168;
1_merged_PDX_cell_lines_AML_7116_lociStitched;PLA2G4A;;PLA2G4A;
1_merged_PDX_cell_lines_AML_7117_lociStitched;ZDHHC14;MIR3692;MIR3692;
1_merged_PDX_cell_lines_AML_7118_lociStitched;SMYD3;;SMYD3;
1_merged_PDX_cell_lines_AML_7119_lociStitched;;FGFRL1;FGFRL1;
1_merged_PDX_cell_lines_AML_712_lociStitched;LOC728606;;LOC728606;
1_merged_PDX_cell_lines_AML_7120_lociStitched;DHTKD1;UPF2 SEC61A2;DHTKD1;
1_merged_PDX_cell_lines_AML_7121_lociStitched;ARSG;MIR635;MIR635;
1_merged_PDX_cell_lines_AML_7122_lociStitched;;;POU5F1B;
1_merged_PDX_cell_lines_AML_7123_lociStitched;ATP8A2;;SHISA2;
1_merged_PDX_cell_lines_AML_7124_lociStitched;FNDC3A;;FNDC3A;
1_merged_PDX_cell_lines_AML_7125_lociStitched;NCAPH;SNRNP200 ITPRIPL1;NCAPH;
1_merged_PDX_cell_lines_AML_7126_lociStitched;ERAP2;;ERAP2;
1_merged_PDX_cell_lines_AML_7127_lociStitched;PHACTR4;;PHACTR4;
1_merged_PDX_cell_lines_AML_7128_lociStitched;ANK2;;MIR1243;
1_merged_PDX_cell_lines_AML_7129_lociStitched;;;ANKRD7;
1_merged_PDX_cell_lines_AML_713_lociStitched;ISPD;;ISPD;
1_merged_PDX_cell_lines_AML_7130_lociStitched;TARBP1;;TARBP1;
1_merged_PDX_cell_lines_AML_7131_lociStitched;RSBN1;PHTF1;PHTF1;
1_merged_PDX_cell_lines_AML_7132_lociStitched;KIAA0494;C1orf223 ATPAF1;C1orf223;
1_merged_PDX_cell_lines_AML_7133_lociStitched;CPNE5;;CDKN1A;
1_merged_PDX_cell_lines_AML_7134_lociStitched;;;SULF2;
1_merged_PDX_cell_lines_AML_7135_lociStitched;PPP1R10 MRPS18B;ABCF1 ATAT1 MIR877 C6orf136;PPP1R10;
1_merged_PDX_cell_lines_AML_7136_lociStitched;CLK1;NIF3L1 CLK1 BZW1 PPIL3;CLK1;
1_merged_PDX_cell_lines_AML_7137_lociStitched;ACAD10;ALDH2;ALDH2;
1_merged_PDX_cell_lines_AML_7138_lociStitched;;FCRL5 FCRL4;FCRL5;
1_merged_PDX_cell_lines_AML_7139_lociStitched;MIR4323 POU2F2;;POU2F2;
1_merged_PDX_cell_lines_AML_714_lociStitched;TRPS1;;TRPS1;
1_merged_PDX_cell_lines_AML_7140_lociStitched;KRT79 KRT78;KRT3 KRT4;KRT79;
1_merged_PDX_cell_lines_AML_7141_lociStitched;C2orf77;KLHL23;C2orf77;
1_merged_PDX_cell_lines_AML_7142_lociStitched;KIAA1383;;KIAA1383;
1_merged_PDX_cell_lines_AML_7143_lociStitched;TBC1D5;;MIR3714;
1_merged_PDX_cell_lines_AML_7144_lociStitched;C7orf10;;C7orf10;
1_merged_PDX_cell_lines_AML_7145_lociStitched;DMXL2;;DMXL2;
1_merged_PDX_cell_lines_AML_7146_lociStitched;SLC25A30;;SLC25A30;
1_merged_PDX_cell_lines_AML_7147_lociStitched;;LRP5L CRYBB2P1;LRP5L;
1_merged_PDX_cell_lines_AML_7148_lociStitched;ATXN10;;ATXN10;
1_merged_PDX_cell_lines_AML_7149_lociStitched;TLR7;TLR8 LOC349408;TLR8;
1_merged_PDX_cell_lines_AML_715_lociStitched;MKLN1;;MKLN1;
1_merged_PDX_cell_lines_AML_7150_lociStitched;HPCAL1;ODC1 SNORA80B;SNORA80B;
1_merged_PDX_cell_lines_AML_7151_lociStitched;TRERF1;;MRPS10;
1_merged_PDX_cell_lines_AML_7152_lociStitched;PLEKHO2;PIF1;PLEKHO2;
1_merged_PDX_cell_lines_AML_7153_lociStitched;ATL2;;ATL2;
1_merged_PDX_cell_lines_AML_7154_lociStitched;PDE3A;;PDE3A;
1_merged_PDX_cell_lines_AML_7155_lociStitched;IGF2BP2;C3orf65;C3orf65;
1_merged_PDX_cell_lines_AML_7156_lociStitched;EPOR;RGL3 TMEM205 C19orf39 RAB3D PRKCSH EPOR CCDC151 LPPR2 CCDC159;EPOR;
1_merged_PDX_cell_lines_AML_7157_lociStitched;FAM26F;FAM26E;FAM26F;
1_merged_PDX_cell_lines_AML_7158_lociStitched;DAGLB;RAC1 DAGLB;DAGLB;
1_merged_PDX_cell_lines_AML_7159_lociStitched;ACSL1;SLED1 MIR3945;ACSL1;
1_merged_PDX_cell_lines_AML_716_lociStitched;;KIAA0182;KIAA0182;
1_merged_PDX_cell_lines_AML_7160_lociStitched;FZD5;;FZD5;
1_merged_PDX_cell_lines_AML_7161_lociStitched;CISD2 UBE2D3;UBE2D3;CISD2;
1_merged_PDX_cell_lines_AML_7162_lociStitched;NRCAM;;NRCAM;
1_merged_PDX_cell_lines_AML_7163_lociStitched;KIAA2026;RANBP6;KIAA2026;
1_merged_PDX_cell_lines_AML_7164_lociStitched;TFDP2;TFDP2;TFDP2;
1_merged_PDX_cell_lines_AML_7165_lociStitched;MDC1 TUBB;NRM KIAA1949 IER3 DHX16 FLOT1;TUBB;
1_merged_PDX_cell_lines_AML_7166_lociStitched;CUX1;;CUX1;
1_merged_PDX_cell_lines_AML_7167_lociStitched;FAM178B;FAM178B SEMA4C;FAM178B;
1_merged_PDX_cell_lines_AML_7168_lociStitched;LRRC2;RTP3 TDGF1;LRRC2;
1_merged_PDX_cell_lines_AML_7169_lociStitched;;;;
1_merged_PDX_cell_lines_AML_717_lociStitched;IL1B;IL1A;IL1B;
1_merged_PDX_cell_lines_AML_7170_lociStitched;LOC100128675;HPN LGI4 FXYD1 FXYD3;LOC100128675;
1_merged_PDX_cell_lines_AML_7171_lociStitched;AFTPH;AFTPH;AFTPH;
1_merged_PDX_cell_lines_AML_7172_lociStitched;FAM3C;FAM3C;FAM3C;
1_merged_PDX_cell_lines_AML_7173_lociStitched;ATP2A2;;ATP2A2;
1_merged_PDX_cell_lines_AML_7174_lociStitched;LRBA;MAB21L2;MAB21L2;
1_merged_PDX_cell_lines_AML_7175_lociStitched;RBPMS;;GTF2E2;
1_merged_PDX_cell_lines_AML_7176_lociStitched;LOC284276;;LOC284276;
1_merged_PDX_cell_lines_AML_7177_lociStitched;ZFR2;MRPL54 APBA3 MATK RAX2;MATK;
1_merged_PDX_cell_lines_AML_7178_lociStitched;;;KRAS;
1_merged_PDX_cell_lines_AML_7179_lociStitched;MIR1538 NFAT5;;MIR1538;
1_merged_PDX_cell_lines_AML_718_lociStitched;ST6GAL1;;ST6GAL1;
1_merged_PDX_cell_lines_AML_7180_lociStitched;;;NR5A2;
1_merged_PDX_cell_lines_AML_7181_lociStitched;RTN3;ATL3;RTN3;
1_merged_PDX_cell_lines_AML_7182_lociStitched;;C2orf29 SNORD89;C2orf29;
1_merged_PDX_cell_lines_AML_7183_lociStitched;ZNRF3;;ZNRF3;
1_merged_PDX_cell_lines_AML_7184_lociStitched;;ZBTB8A;ZBTB8A;
1_merged_PDX_cell_lines_AML_7185_lociStitched;RUNX1;;NCRNA00160;
1_merged_PDX_cell_lines_AML_7186_lociStitched;;;EPHB3;
1_merged_PDX_cell_lines_AML_7187_lociStitched;TEC;;TEC;
1_merged_PDX_cell_lines_AML_7188_lociStitched;;SIX3;SIX3;
1_merged_PDX_cell_lines_AML_7189_lociStitched;;;C6orf195;
1_merged_PDX_cell_lines_AML_719_lociStitched;;LOC200261;LOC200261;
1_merged_PDX_cell_lines_AML_7190_lociStitched;CAMTA1;;CAMTA1;
1_merged_PDX_cell_lines_AML_7191_lociStitched;;;TTLL7;
1_merged_PDX_cell_lines_AML_7192_lociStitched;OAF;POU2F3;OAF;
1_merged_PDX_cell_lines_AML_7193_lociStitched;LOC63930 BHLHE23;NCRNA00029 LOC100144597;LOC63930;
1_merged_PDX_cell_lines_AML_7194_lociStitched;PRKCZ;LOC100128003 C1orf86;LOC100128003;
1_merged_PDX_cell_lines_AML_7195_lociStitched;;;LOC284661;
1_merged_PDX_cell_lines_AML_7196_lociStitched;DSE TSPYL1;TSPYL4;TSPYL1;
1_merged_PDX_cell_lines_AML_7197_lociStitched;;SERPINH1 GDPD5;GDPD5;
1_merged_PDX_cell_lines_AML_7198_lociStitched;SLC36A1;;SLC36A1;
1_merged_PDX_cell_lines_AML_7199_lociStitched;PROZ;F10 CUL4A PCID2;PROZ;
1_merged_PDX_cell_lines_AML_72_lociStitched;MRPL1 CNOT6L;;CNOT6L;
1_merged_PDX_cell_lines_AML_720_lociStitched;RAD51L1;;ZFP36L1;
1_merged_PDX_cell_lines_AML_7200_lociStitched;;;LSM3;
1_merged_PDX_cell_lines_AML_7201_lociStitched;HDAC9;;HDAC9;
1_merged_PDX_cell_lines_AML_7202_lociStitched;SERHL2;SERHL RRP7A RRP7B;SERHL2;
1_merged_PDX_cell_lines_AML_7203_lociStitched;;MIR718 HCFC1 MIR3202-2 TMEM187 MIR3202-1 IRAK1;IRAK1;
1_merged_PDX_cell_lines_AML_7204_lociStitched;;LOC729082 NUSAP1 OIP5;LOC729082;
1_merged_PDX_cell_lines_AML_7205_lociStitched;NR3C1;NR3C1;NR3C1;
1_merged_PDX_cell_lines_AML_7206_lociStitched;CACNA1C;;CACNA1C;
1_merged_PDX_cell_lines_AML_7207_lociStitched;ASTN2;;LOC100128505;
1_merged_PDX_cell_lines_AML_7208_lociStitched;;;NCRNA00221;
1_merged_PDX_cell_lines_AML_7209_lociStitched;TIMM13 LMNB2 TMPRSS9;GADD45B;TIMM13;
1_merged_PDX_cell_lines_AML_721_lociStitched;CRISP1;PGK2 CRISP1;CRISP1;
1_merged_PDX_cell_lines_AML_7210_lociStitched;MAN1C1;;MAN1C1;
1_merged_PDX_cell_lines_AML_7211_lociStitched;;;SSBP3;
1_merged_PDX_cell_lines_AML_7212_lociStitched;;;RHOU;
1_merged_PDX_cell_lines_AML_7213_lociStitched;SACM1L;LOC644714;SACM1L;
1_merged_PDX_cell_lines_AML_7214_lociStitched;KCTD20 PXT1;;KCTD20;
1_merged_PDX_cell_lines_AML_7215_lociStitched;SLC43A2;RILP PITPNA SCARF1;SLC43A2;
1_merged_PDX_cell_lines_AML_7216_lociStitched;;TMEM131;TMEM131;
1_merged_PDX_cell_lines_AML_7217_lociStitched;C3orf20;;FGD5;
1_merged_PDX_cell_lines_AML_7218_lociStitched;;;PROK2;
1_merged_PDX_cell_lines_AML_7219_lociStitched;GPR133;;LOC116437;
1_merged_PDX_cell_lines_AML_722_lociStitched;MOGAT1;FARSB;MOGAT1;
1_merged_PDX_cell_lines_AML_7220_lociStitched;LOC401233;DKFZP686I15217 NQO2 FAM136B RIPK1;LOC401233;
1_merged_PDX_cell_lines_AML_7221_lociStitched;GOLIM4;;GOLIM4;
1_merged_PDX_cell_lines_AML_7222_lociStitched;;TXNDC3;TXNDC3;
1_merged_PDX_cell_lines_AML_7223_lociStitched;;;SLC16A7;
1_merged_PDX_cell_lines_AML_7224_lociStitched;VGLL4;;VGLL4;
1_merged_PDX_cell_lines_AML_7225_lociStitched;HAVCR2;MED7 HAVCR1;HAVCR2;
1_merged_PDX_cell_lines_AML_7226_lociStitched;;PDE4DIP SEC22B;SEC22B;
1_merged_PDX_cell_lines_AML_7227_lociStitched;;RTP3 LTF;RTP3;
1_merged_PDX_cell_lines_AML_7228_lociStitched;DTL INTS7;MIR3122;DTL;
1_merged_PDX_cell_lines_AML_7229_lociStitched;MGMT;;MGMT;
1_merged_PDX_cell_lines_AML_723_lociStitched;RARA;RARA CDC6 GJD3;RARA;
1_merged_PDX_cell_lines_AML_7230_lociStitched;LOC100128881 ZNF276 C16orf7;CDK10 SPATA2L;C16orf7;
1_merged_PDX_cell_lines_AML_7231_lociStitched;TTC25;ACLY CNP;TTC25;
1_merged_PDX_cell_lines_AML_7232_lociStitched;LOC100130987 POLD4;CLCF1 PPP1CA TBC1D10C SSH3 RAD9A;POLD4;
1_merged_PDX_cell_lines_AML_7233_lociStitched;;;LMO7;
1_merged_PDX_cell_lines_AML_7234_lociStitched;;;ZNF621;
1_merged_PDX_cell_lines_AML_7235_lociStitched;HIST2H2BC;HIST2H2BF BOLA1 HIST2H4B HIST2H3D HIST2H2BE HIST2H2AB HIST2H2AC HIST2H3C HIST2H2AA3;HIST2H2BC;
1_merged_PDX_cell_lines_AML_7236_lociStitched;;WBSCR28 WBSCR27;WBSCR28;
1_merged_PDX_cell_lines_AML_7237_lociStitched;BCAT1;;BCAT1;
1_merged_PDX_cell_lines_AML_7238_lociStitched;;SNORA14B TOMM20;SNORA14B;
1_merged_PDX_cell_lines_AML_7239_lociStitched;NT5M;COPS3;NT5M;
1_merged_PDX_cell_lines_AML_724_lociStitched;KCNN2;KCNN2;KCNN2;
1_merged_PDX_cell_lines_AML_7240_lociStitched;;IDS LOC100131434 CXorf40A;IDS;
1_merged_PDX_cell_lines_AML_7241_lociStitched;;;GATA3;
1_merged_PDX_cell_lines_AML_7242_lociStitched;ANKRD44;;ANKRD44;
1_merged_PDX_cell_lines_AML_7243_lociStitched;ALG5;EXOSC8;ALG5;
1_merged_PDX_cell_lines_AML_7244_lociStitched;SON GART;DONSON DNAJC28;SON;
1_merged_PDX_cell_lines_AML_7245_lociStitched;RNF115;PDZK1 CD160;CD160;
1_merged_PDX_cell_lines_AML_7246_lociStitched;RUNX3;;RUNX3;
1_merged_PDX_cell_lines_AML_7247_lociStitched;;IL19 IL10;IL19;
1_merged_PDX_cell_lines_AML_7248_lociStitched;DIAPH1;;DIAPH1;
1_merged_PDX_cell_lines_AML_7249_lociStitched;HLA-DRB1;HLA-DQA1 HLA-DRB6;HLA-DRB1;
1_merged_PDX_cell_lines_AML_725_lociStitched;KCNH8;;KCNH8;
1_merged_PDX_cell_lines_AML_7250_lociStitched;WHAMML1;;WHAMML1;
1_merged_PDX_cell_lines_AML_7251_lociStitched;AGPAT4;;AGPAT4;
1_merged_PDX_cell_lines_AML_7252_lociStitched;ROBO2;;ROBO2;
1_merged_PDX_cell_lines_AML_7253_lociStitched;;GRAMD4;GRAMD4;
1_merged_PDX_cell_lines_AML_7254_lociStitched;RABGGTB SNORD45C SNORD45A SNORD45B;MSH4;SNORD45A;
1_merged_PDX_cell_lines_AML_7255_lociStitched;;DOK2;DOK2;
1_merged_PDX_cell_lines_AML_7256_lociStitched;;NEURL3 ARID5A;NEURL3;
1_merged_PDX_cell_lines_AML_7257_lociStitched;CDH13;;CDH13;
1_merged_PDX_cell_lines_AML_7258_lociStitched;;;CCND2;
1_merged_PDX_cell_lines_AML_7259_lociStitched;;;SFTA1P;
1_merged_PDX_cell_lines_AML_726_lociStitched;SH3BP2;TNIP2 SH3BP2 ADD1;SH3BP2;
1_merged_PDX_cell_lines_AML_7260_lociStitched;;;MIR222;
1_merged_PDX_cell_lines_AML_7261_lociStitched;CCDC48;KIAA1257;CCDC48;
1_merged_PDX_cell_lines_AML_7262_lociStitched;NMT1;DCAKD;NMT1;
1_merged_PDX_cell_lines_AML_7263_lociStitched;SIPA1L3;;SIPA1L3;
1_merged_PDX_cell_lines_AML_7264_lociStitched;MS4A7;MS4A6E MS4A7 MS4A14 MS4A5;MS4A7;
1_merged_PDX_cell_lines_AML_7265_lociStitched;CTDNEP1 GABARAP PHF23;ACADVL DLG4 C17orf81 CLDN7 DVL2 MIR324 SLC2A4;PHF23;
1_merged_PDX_cell_lines_AML_7266_lociStitched;;IDS LOC100131434 CXorf40A;LOC100131434;
1_merged_PDX_cell_lines_AML_7267_lociStitched;DTL MIR3122;INTS7;MIR3122;
1_merged_PDX_cell_lines_AML_7268_lociStitched;FOXN2;;FOXN2;
1_merged_PDX_cell_lines_AML_7269_lociStitched;TMEM140;C7orf49;TMEM140;
1_merged_PDX_cell_lines_AML_727_lociStitched;LOC285456;;LOC285456;
1_merged_PDX_cell_lines_AML_7270_lociStitched;;RELN;RELN;
1_merged_PDX_cell_lines_AML_7271_lociStitched;FGD4;;FGD4;
1_merged_PDX_cell_lines_AML_7272_lociStitched;CNOT2;;CNOT2;
1_merged_PDX_cell_lines_AML_7273_lociStitched;BANP;;BANP;
1_merged_PDX_cell_lines_AML_7274_lociStitched;CHD4;IFFO1 ACRBP LPAR5 NOP2 SCARNA11;CHD4;
1_merged_PDX_cell_lines_AML_7275_lociStitched;FSIP1;;FSIP1;
1_merged_PDX_cell_lines_AML_7276_lociStitched;MOB2 LOC402778 CTSD;KRTAP5-6;LOC402778;
1_merged_PDX_cell_lines_AML_7277_lociStitched;HERC3;;HERC3;
1_merged_PDX_cell_lines_AML_7278_lociStitched;;;CD83;
1_merged_PDX_cell_lines_AML_7279_lociStitched;;LY6H GPIHBP1;GPIHBP1;
1_merged_PDX_cell_lines_AML_728_lociStitched;PDE4D;;PDE4D;
1_merged_PDX_cell_lines_AML_7280_lociStitched;;RAF1;RAF1;
1_merged_PDX_cell_lines_AML_7281_lociStitched;GALNT10;;GALNT10;
1_merged_PDX_cell_lines_AML_7282_lociStitched;C21orf7;NCRNA00189;NCRNA00189;
1_merged_PDX_cell_lines_AML_7283_lociStitched;;;STMN2;
1_merged_PDX_cell_lines_AML_7284_lociStitched;DUSP7;C3orf74;DUSP7;
1_merged_PDX_cell_lines_AML_7285_lociStitched;;MIR650;MIR650;
1_merged_PDX_cell_lines_AML_7286_lociStitched;KIAA0562;DFFB LRRC47 LOC388588;LRRC47;
1_merged_PDX_cell_lines_AML_7287_lociStitched;;;IRX3;
1_merged_PDX_cell_lines_AML_7288_lociStitched;RNFT2;;HRK;
1_merged_PDX_cell_lines_AML_7289_lociStitched;LNPEP;LNPEP;LNPEP;
1_merged_PDX_cell_lines_AML_729_lociStitched;CD2;;CD2;
1_merged_PDX_cell_lines_AML_7290_lociStitched;;;TCF7L2;
1_merged_PDX_cell_lines_AML_7291_lociStitched;DEPDC5;C22orf24 YWHAH;YWHAH;
1_merged_PDX_cell_lines_AML_7292_lociStitched;;;SP4;
1_merged_PDX_cell_lines_AML_7293_lociStitched;;NCRNA00184 IRF2BP2;IRF2BP2;
1_merged_PDX_cell_lines_AML_7294_lociStitched;;EPAS1;EPAS1;
1_merged_PDX_cell_lines_AML_7295_lociStitched;;;ARGLU1;
1_merged_PDX_cell_lines_AML_7296_lociStitched;;RGS12;RGS12;
1_merged_PDX_cell_lines_AML_7297_lociStitched;;MIR4297;MIR4297;
1_merged_PDX_cell_lines_AML_7298_lociStitched;;CHRNA6;CHRNA6;
1_merged_PDX_cell_lines_AML_7299_lociStitched;ADAMTS14;;ADAMTS14;
1_merged_PDX_cell_lines_AML_73_lociStitched;GPR126;GPR126;GPR126;
1_merged_PDX_cell_lines_AML_730_lociStitched;RGS18;;RGS18;
1_merged_PDX_cell_lines_AML_7300_lociStitched;CRLS1;LRRN4;CRLS1;
1_merged_PDX_cell_lines_AML_7301_lociStitched;POU2F1;;POU2F1;
1_merged_PDX_cell_lines_AML_7302_lociStitched;;;CLLU1OS;
1_merged_PDX_cell_lines_AML_7303_lociStitched;;MIR3148;MIR3148;
1_merged_PDX_cell_lines_AML_7304_lociStitched;RAB21;TBC1D15;RAB21;
1_merged_PDX_cell_lines_AML_7305_lociStitched;PXDN;;PXDN;
1_merged_PDX_cell_lines_AML_7306_lociStitched;;SMOC1;SMOC1;
1_merged_PDX_cell_lines_AML_7307_lociStitched;BCL2L10;;BCL2L10;
1_merged_PDX_cell_lines_AML_7308_lociStitched;;;ANO3;
1_merged_PDX_cell_lines_AML_7309_lociStitched;HSD3BP4;LOC644242;HSD3BP4;
1_merged_PDX_cell_lines_AML_731_lociStitched;;;C12orf49;
1_merged_PDX_cell_lines_AML_7310_lociStitched;MARCKS;FLJ34503;MARCKS;
1_merged_PDX_cell_lines_AML_7311_lociStitched;HSP90AA1;;HSP90AA1;
1_merged_PDX_cell_lines_AML_7312_lociStitched;;UGT2B11;UGT2B11;
1_merged_PDX_cell_lines_AML_7313_lociStitched;PI4K2A;MORN4 AVPI1;PI4K2A;
1_merged_PDX_cell_lines_AML_7314_lociStitched;;CTSC;CTSC;
1_merged_PDX_cell_lines_AML_7315_lociStitched;;C7orf33;C7orf33;
1_merged_PDX_cell_lines_AML_7316_lociStitched;;MOBKL2A BTBD2 IZUMO4 MKNK2;MKNK2;
1_merged_PDX_cell_lines_AML_7317_lociStitched;;CXCR5 BCL9L UPK2 FOXR1;BCL9L;
1_merged_PDX_cell_lines_AML_7318_lociStitched;;;INSC;
1_merged_PDX_cell_lines_AML_7319_lociStitched;;C9orf106;C9orf106;
1_merged_PDX_cell_lines_AML_732_lociStitched;ARHGAP25;ARHGAP25;ARHGAP25;
1_merged_PDX_cell_lines_AML_7320_lociStitched;PBX4;LPAR2 GMIP;PBX4;
1_merged_PDX_cell_lines_AML_7321_lociStitched;;;IKZF2;
1_merged_PDX_cell_lines_AML_7322_lociStitched;;;SYT6;
1_merged_PDX_cell_lines_AML_7323_lociStitched;;;TMCO5A;
1_merged_PDX_cell_lines_AML_7324_lociStitched;VPS37C;PGA3;VPS37C;
1_merged_PDX_cell_lines_AML_7325_lociStitched;;NAF1;NAF1;
1_merged_PDX_cell_lines_AML_7326_lociStitched;PITPNC1;;NOL11;
1_merged_PDX_cell_lines_AML_7327_lociStitched;;SETMAR;SETMAR;
1_merged_PDX_cell_lines_AML_7328_lociStitched;RUFY4;RUFY4 CXCR2P1;RUFY4;
1_merged_PDX_cell_lines_AML_7329_lociStitched;TCEA1;;TCEA1;
1_merged_PDX_cell_lines_AML_733_lociStitched;PTPRS;PTPRS;PTPRS;
1_merged_PDX_cell_lines_AML_7330_lociStitched;HNRNPUL1 AXL;CCDC97;HNRNPUL1;
1_merged_PDX_cell_lines_AML_7331_lociStitched;ADARB2;NCRNA00168;NCRNA00168;
1_merged_PDX_cell_lines_AML_7332_lociStitched;;DPPA3 GDF3 APOBEC1;APOBEC1;
1_merged_PDX_cell_lines_AML_7333_lociStitched;ELOVL6;;ELOVL6;
1_merged_PDX_cell_lines_AML_7334_lociStitched;;;CNTN5;
1_merged_PDX_cell_lines_AML_7335_lociStitched;ADCY2;;C5orf49;
1_merged_PDX_cell_lines_AML_7336_lociStitched;RB1 LPAR6;LPAR6;LPAR6;
1_merged_PDX_cell_lines_AML_7337_lociStitched;IL23A PAN2;CNPY2 STAT2 APOF PAN2 CS;PAN2;
1_merged_PDX_cell_lines_AML_7338_lociStitched;;;CALCRL;
1_merged_PDX_cell_lines_AML_7339_lociStitched;;SH3BP5 METTL6 EAF1;SH3BP5;
1_merged_PDX_cell_lines_AML_734_lociStitched;;MIR548Y;MIR548Y;
1_merged_PDX_cell_lines_AML_7340_lociStitched;SNX10;;SNX10;
1_merged_PDX_cell_lines_AML_7341_lociStitched;FNDC3B;;GHSR;
1_merged_PDX_cell_lines_AML_7342_lociStitched;;;;
1_merged_PDX_cell_lines_AML_7343_lociStitched;MEGF10;;MEGF10;
1_merged_PDX_cell_lines_AML_7344_lociStitched;CCDC33;CYP11A1 CCDC33;CCDC33;
1_merged_PDX_cell_lines_AML_7345_lociStitched;NFIL3;;NFIL3;
1_merged_PDX_cell_lines_AML_7346_lociStitched;EPN2;MIR1180;MIR1180;
1_merged_PDX_cell_lines_AML_7347_lociStitched;LILRB4;LILRB1 LILRP2;LILRB4;
